longitude,latitude,mean,std,cv,lc01,lc02,lc03,lc04,lc05,lc06,lc07,lc08,lc09,lc10,lc11,lc12,prec,tmin,tmax,soil01,soil02,soil03,soil04,soil05,soil06,soil07,soil08,soil09,soil10,hydro01,hydro02,hydro03,hydro04,hydro05,hydro06,hydro07,hydro08,hydro09,hydro10,hydro11,hydro12,hydro13,hydro14,hydro15,hydro16,hydro17,hydro18,hydro19,dem,slope,order,RVunif,bcmean,RVunif_bc
-98.5841856,29.3299584,3.18,1.0833,0.3407,1,2,0,16,4,61,16,0,1,0,0,0,419,151,275,9,73,28,35,38,3,35,1655,240,6,208,123,40,6544,356,50,306,259,130,289,122,4656,651,224,36,1551,759,1551,759,194,36,1,42.4395693776141,1.12123631782509,0.350353198813907
-98.4364689,43.1847146,3.72,1.0796,0.2902,0,0,0,1,0,17,79,0,0,0,0,1,29858,20,165,20,70,34,46,19,1,26,1497,240,1,89,135,29,11061,317,-138,455,203,-58,228,-58,283815,46575,5886,55,123031,22774,123031,22774,474,34,0,37.8674949310807,1.26788768864453,-0.99605135089778
-98.3909361,47.9133318,2.6167,0.4278,0.1635,2,0,0,8,3,11,69,0,0,0,0,5,2052,-183,-65,30,69,43,39,17,5,27,1399,240,0,37,128,26,12630,279,-214,493,191,-135,191,-135,95773,17218,2052,62,44881,7685,44881,7685,451,21,0,8.98585229630084,0.937184643050523,1.74618016616515
-98.3578795,47.8686089,2.8214,0.942,0.3339,2,0,0,8,3,11,69,0,0,0,0,5,1942,-183,-65,30,69,43,39,17,5,27,1400,240,0,37,128,26,12630,279,-214,493,191,-135,191,-135,90681,16298,1942,62,42493,7277,42493,7277,451,20,0,3.58123524201955,1.00851845624539,3.34591221887711
-98.2820044,40.8744567,2.55,0.3202,0.1256,8,0,0,9,18,50,14,0,1,2,0,0,10152275,-18,137,22,71,47,36,17,12,24,1398,239,7,71,156,38,8815,293,-118,411,161,-38,188,-38,99453024,15748159,3539033,48,42311020,10957515,42311020,10957515,1786,154,6,33.4580110933493,0.912662947580412,0.472481665663835
-98.2708333333333,48.0958333333333,4.78,1.477,0.309,2,0,0,4,2,17,77,0,0,0,0,0,20,-188,-70,24,70,39,42,19,6,26,1403,240,0,33,128,26,12676,274,-218,492,187,-139,187,-139,915,165,20,64,435,72,435,72,460,10,0,9.23032152537895,1.49973102850381,-0.390916941052336
-98.1975769,42.8444423,0.34,0.054,0.1589,7,0,0,8,11,49,22,0,0,0,1,1,44657932,-15,131,19,72,46,37,17,8,24,1412,240,6,60,148,33,10016,292,-152,444,162,-70,188,-70,465852512,80779464,15688175,54,208197568,52206728,208197568,52206728,1120,166,7,3.46067072804011,-1.11108763363032,-1.3086441905228
-98.1706571,48.0608302,2.4444,0.1707,0.0698,4,0,0,10,5,5,67,1,0,0,0,7,290,-188,-70,34,68,44,39,17,6,27,1422,240,1,33,127,26,12649,273,-218,491,187,-140,187,-140,13651,2411,290,62,6379,1102,6379,1102,461,6,2,5.97651108941347,0.872422423986777,1.91304314131989
-98.1406307,42.861109,1.004,0.4517,0.4499,0,0,0,2,0,18,80,0,0,0,0,0,43516,-104,15,19,71,35,46,19,2,26,1506,240,1,90,134,29,11119,318,-137,455,205,-58,230,-58,1476217,236302,31337,53,633888,120468,633888,120468,467,47,3,20.6306603983397,0.00399158792324524,0.820403920700803
-98.1392418,42.8347207,0.4017,0.1057,0.2632,7,0,0,8,11,49,22,0,0,0,1,1,45022120,-15,132,19,72,46,37,17,8,24,1412,240,6,60,148,33,10030,292,-152,444,163,-70,189,-70,469353856,81339320,15784136,54,209728768,52472864,209728768,52472864,1118,165,7,9.2160346876347,-0.935049785608806,-0.898253654098506
-97.7855556,30.2873333,0.49375,0.08685,0.16675,2,0,0,10,12,55,18,0,0,0,3,0,3801464,25.5,189.5,11,74,41,35,23,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76523312,10874395,2863596,43,26848860,9812880,26848860,9812880,737,49,6,16.1668278796087,-0.719445119794848,-1.89555176771016
-97.7541666666667,30.2708333333333,0.5887,0.1243,0.2112,2,0,0,11,12,54,18,0,0,0,3,0,3750305,46,212,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76984240,10928150,2888526,43,26982412,9900064,26982412,9900064,735,49,6,10.4466019714408,-0.537546705255325,1.6848409837196
-97.7502834,30.276597,2.19535,0.86035,0.39225,9,1,0,8,0,8,7,0,67,0,0,0,3485.5,73,199,12,71,24,37,39,4,40,1655,237,10,199,121,38,6945,355,36,319,237,122,285,107,51209,6945,2537,31,17055,9773,17055,9773,214,58,1,13.9375655107188,0.769763420521601,2.44844964964521
-97.7475278,30.2630556,0.562,0.1317,0.2313,2,0,0,11,12,54,18,0,0,0,3,0,3914944,46,212,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76995648,10929469,2889145,43,26985688,9902338,26985688,9902338,735,49,6,9.85666191190258,-0.585378934553636,-1.59662782906944
-97.7125,30.2458333333333,0.528,0.2198,0.3488,2,0,0,10,12,54,18,0,0,0,3,0,3916801,46,212,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,77019240,10932239,2890418,43,26992496,9907035,26992496,9907035,735,49,6,41.5365545371459,-0.649880782235462,-2.14531366539224
-97.7005473,26.1736865,5.7154,0.7533,0.1234,2,0,0,7,5,31,45,0,7,0,2,0,21626,146,263,11,71,38,37,26,2,23,1534,240,3,231,111,42,5155,353,92,261,271,173,290,158,401305,74490,10860,51,153499,54868,153499,54868,27,6,2,1.61057440087767,1.66308126560436,-0.156430992583595
-97.6708333333333,35.4791666666667,1.70345,0.5516,0.3242,0,0,0,8,3,60,28,0,0,0,0,0,1272905.5,-26.5,136,11,75,43,36,21,3,23,1497,240,3,134,159,38,8839,340,-69,409,225,21,249,21,25806328,4068206,577402,55,11209390,2162609,11209390,2162609,958,40,5,28.4548756932822,0.525013905766641,2.01584200128035
-97.5208333333334,47.9291666666666,1.34,0.2417,0.1803,1,0,0,8,3,13,75,0,0,0,0,0,32874,-103,2,29,71,42,39,19,5,30,1391,240,0,36,122,25,12650,273,-212,485,190,-136,190,-136,639438,109310,14981,59,289391,54805,289391,54805,391,32,3,47.4254706992392,0.290352567297988,-0.441967038512133
-97.4625,25.8791666666667,1.5581,0.4986,0.31525,6,0,0,10,4,29,21,0,26,0,5,0,359.5,156,256,19,70,43,32,26,2,27,1504,240,7,231,97,41,4804,340,106,234,269,177,288,165,6849,1449,221,55,2900,930,2900,930,12,4,1,20.1656509976611,0.438161719438804,0.345936110136081
-97.4041666666667,41.3458333333333,5.8,0.8967,0.1546,0,0,0,1,0,14,85,0,0,0,0,0,26446,32,176,21,70,26,48,25,2,26,1433,240,4,100,131,30,10567,314,-118,432,211,-40,233,-40,280986,43382,5170,54,118552,21579,118552,21579,479,30,2,2.69461414327854,1.67644047117669,2.56144727513053
-97.2375,48.9708333333333,2.7933,1.1078,0.3966,2,0,2,8,3,11,70,0,0,0,0,3,7148137,-13,113,38,68,45,39,17,5,28,1392,240,1,40,126,25,12512,276,-212,488,192,-131,192,-131,90698408,15523678,2064912,60,41319648,7417818,41319648,7417818,378,21,6,7.56715425353115,0.999055402664961,-0.329679731575834
-97.1939194,35.5003412,5.71855,2.1936,0.38365,0,0,0,8,3,60,28,0,1,0,0,0,1468515,2,165,11,75,43,36,21,3,22,1498,240,3,135,158,38,8822,340,-68,408,226,22,249,22,26705302,4215150,606197,54,11541932,2270412,11541932,2270412,946,40,5,17.3942222513753,1.6635824098862,-1.429395754339
-97.0292435,47.9269234,2.5521,1.1211,0.4393,2,0,2,9,2,12,68,0,0,0,0,4,5574789,-11,117,39,67,45,38,17,5,27,1394,240,1,43,127,26,12429,279,-209,488,194,-127,194,-127,68982312,11822039,1517508,60,31328384,5483404,31328384,5483404,384,21,6,8.43791982593467,0.91344525837971,-0.510503946316871
-96.9758447,34.2334273,1.5587,0.5627,0.361,0,0,1,11,0,56,36,0,1,0,0,0,795939,44,185,15,67,38,43,24,7,22,1550,240,6,167,134,35,8328,350,-23,373,212,57,272,57,10755866,1702339,362287,42,3994453,1310010,3994453,1310010,375,56,2,7.22321552578029,0.438537550532652,-1.32059783719576
-96.7566664,32.8892921,2.55,0.52765,0.21455,2,0,0,6,2,21,9,0,56,0,4,0,23319,95.5,219.5,12,73,20,39,41,4,42,1630,237,9,182,121,34,7922,351,4,347,224,77,282,77,244566,35493,12581,31,84587,42859,84587,42859,199,38,2,12.0102362948834,0.912662947580412,2.64363160688312
-96.7358319,32.7076314,7.1667,3.49,0.487,1,0,0,11,1,57,19,0,8,0,0,2,1225296,18,151,11,68,35,39,26,5,25,1596,239,7,179,130,36,8022,355,-6,361,223,73,280,73,19708716,2840161,947248,33,6774875,3215239,6774875,3215239,254,48,5,12.2829587101093,1.86763310773166,1.61774641231963
-96.5791666666667,40.9041666666667,5.9222,2.4923,0.4208,0,0,0,5,0,17,73,0,4,0,0,0,181199,-26,97,19,64,24,52,24,2,23,1519,240,3,105,126,29,10521,316,-111,427,215,-34,238,-34,2483087,355505,50965,52,994970,190451,994970,190451,408,55,4,7.17959824529891,1.69537870707794,-1.45960384972986
-96.5633264,33.8189912,0.731,0.1649,0.2349,1,0,1,15,3,52,22,0,1,0,0,1,2957455,39,183,11,67,38,38,22,5,21,1547,239,5,164,136,36,8337,348,-26,374,248,54,269,54,45111152,6772843,1448354,44,16636925,5202787,16636925,5202787,421,53,0,52.866324044617,-0.316027090602253,-0.36431426735982
