SURVEYID,TRANSECT,POINT,VATH,EASTING,NORTHING
639,481811439,10,0,216382.0864,490516.2848
640,481911402,1,0,263678.2454,490045.7686
641,481911402,2,0,263372.7648,490069.0539
642,481911402,3,0,263156.2111,490241.997
643,481911402,6,0,262701.2499,489840.7646
644,482111432,7,0,226507.9916,494492.6103
645,482111432,8,0,226558.6596,494298.829
646,482111432,9,0,226257.4586,494178.9713
647,482111432,10,0,226226.1981,493936.0985
648,482111452,7,0,202955.119,498304.788
649,482111452,8,1,202696.099,498199.9574
650,482111452,9,0,202341.6228,498295.6016
651,482111452,10,0,202295.719,498005.6542
652,482411658,3,0,48023.16305,516368.3819
653,482411658,4,0,47768.19766,516307.8727
654,482411658,5,0,47721.13744,516546.9183
655,482411658,6,0,47560.36851,516794.6073
656,482511517,2,0,172099.9057,507047.2927
657,482511517,3,0,172466.8233,507090.3979
658,482511517,4,0,172755.7924,507254.1107
659,482511517,5,0,173044.4392,507282.9657
660,482611346,1,0,281307.495,501682.2145
661,482611346,2,1,281115.4031,501599.2577
662,482611346,3,0,280904.6221,501755.6239
663,482711434,4,0,224667.8977,508497.063
664,482711434,5,0,224600.1228,508788.9086
665,482711434,7,0,225055.5274,508919.7982
666,482711434,8,0,225308.1133,509100.6266
667,482711447,2,0,214343.8029,507514.9844
668,482711447,3,0,214672.458,507517.5948
669,482711447,4,0,214868.8858,507182.4912
670,482711453,3,0,204809.536,508060.5006
671,482711453,4,0,204964.2722,507850.454
672,482711453,6,1,205350.6807,507676.9765
673,482711453,7,1,205562.1745,507798.5047
674,482811310,2,0,254547.8757,507210.0413
675,482811310,3,0,254468.5703,507457.5807
676,482811310,4,1,254248.5779,507668.9787
677,482811310,5,0,254045.1628,507798.0885
678,482911455,4,0,198328.0743,501364.2917
679,482911455,5,0,198049.6085,501193.0369
680,482911455,6,0,197745.5916,501167.3394
681,482911455,7,0,197573.5934,500936.329
682,483111457,2,0,196750.8619,517283.0587
683,483111457,3,0,196467.6414,517193.6245
684,483111457,4,0,196161.5254,517137.0102
685,483111457,5,1,196216.1096,516826.7086
686,483111527,7,0,159827.7346,517511.5922
687,483111527,8,0,159981.1426,517764.1558
688,483111527,9,0,160063.8365,518003.1551
689,483111527,10,0,160041.6257,518275.7932
690,483211512,2,0,179332.4402,519757.6208
691,483211512,3,0,179626.6758,519669.3012
692,483211512,4,0,179911.0903,519588.4002
693,483211512,5,0,180170.2756,519608.5575
694,483211658,1,0,48911.4077,529016.8203
695,483211658,2,0,49194.69591,528866.8837
696,483211658,3,0,49513.71922,528888.8921
697,483211658,4,0,49779.17171,528754.0917
698,483311424,2,0,237620.2887,516874.5833
699,483311424,3,0,237566.9985,516555.9947
700,483311424,4,0,237736.2176,516328.1566
701,483311424,5,0,237915.4226,516094.1284
702,483311424,6,0,238027.6182,515829.7732
703,483311424,7,0,238202.8883,515591.5461
704,483311424,8,0,237986.561,515399.019
705,483311424,10,0,237903.1721,514836.1292
706,483311613,3,1,104098.3121,526980.6262
707,483311613,4,1,104173.9508,526739.7871
708,483311613,5,0,104289.0687,526406.2851
709,483311613,6,0,104497.2695,526250.02
710,483411412,3,0,252411.2651,518374.536
711,483411412,4,0,252398.6469,518103.5352
712,483411412,5,0,252568.2408,517837.1599
713,483411412,6,0,252475.1772,517544.2693
714,483411447,6,0,208552.5337,520659.7514
715,483411447,7,0,208617.6553,520976.257
716,483411447,8,0,208910.4237,521125.7834
717,483411447,9,0,209157.455,521343.0509
718,483511417,1,0,246628.2345,521276.3014
719,483511417,2,0,246339.2232,521168.1437
720,483511417,3,0,246071.0579,521026.4197
721,483511417,4,0,245832.4681,520812.7199
722,483611612,1,0,106088.5066,531684.8505
723,483611612,2,1,106394.0647,531733.4179
724,483611612,3,1,106672.9398,531842.3089
725,483611612,4,0,106908.5268,532025.2145
726,484111703,2,0,44162.90981,547991.4688
727,484111703,3,0,43953.55568,548198.2567
728,484111703,4,0,43759.05691,548390.2117
729,484111703,5,0,43739.33352,548660.1814
730,484211532,1,0,155285.3887,539977.8121
731,484211532,2,1,155135.7682,539761.9166
732,484211532,3,1,155111.8773,539481.662
733,484211532,4,1,155242.276,539286.4836
734,484311626,3,0,89542.02025,546391.3258
735,484311626,4,0,89270.68341,546439.9938
736,484311626,5,0,89015.43708,546569.8347
737,484311626,6,0,88843.23342,546810.6046
738,484311626,7,0,88649.53091,547042.1336
739,484311626,8,0,88371.42952,547147.2544
740,484311626,9,0,88079.30891,547252.5226
741,484311626,10,0,87798.33786,547408.1536
742,484311659,7,0,49360.2865,549795.9675
743,484311659,8,0,49368.77011,549552.8071
744,484311659,9,0,49694.68736,549442.2706
745,484311659,10,0,49967.85593,549522.1938
746,484411422,1,0,241700.9439,538664.6723
747,484411422,3,0,241280.1976,538524.9282
748,484411422,4,0,240988.7311,538378.2587
749,484411422,5,0,240700.5195,538260.3599
750,484411422,6,0,240420.8423,538114.0948
751,484411502,5,0,192865.9554,540398.6102
752,484411502,6,0,192655.0241,540784.6678
753,484411502,7,0,192562.5281,541040.8638
754,484411502,8,0,192317.7059,541218.7005
755,484411514,1,0,178403.603,541150.8581
756,484411514,2,0,178343.4903,540854.3014
757,484411514,3,1,178323.1025,540505.7858
758,484411514,4,1,178369.0133,540195.8819
759,484711514,3,0,179994.8051,546878.5321
760,484711514,4,0,179769.9376,546716.6334
761,484711514,5,0,179519.9828,546776.1643
762,484711514,6,0,179291.6742,546950.045
763,484711545,7,0,190500.3471,545774.6331
764,484711545,8,0,190599.3977,545561.3934
765,484711545,9,0,190540.8335,545298.0872
766,484711545,10,0,190672.223,545021.2478
767,484811542,2,0,144604.7402,552337.7987
768,484811542,3,0,144323.4857,552267.5636
769,484811542,4,0,144057.9737,552080.1136
770,484811542,5,0,143928.6917,551826.0898
771,485011425,2,0,239090.0722,549594.431
772,485011425,3,0,238752.3022,549686.9569
773,485011425,4,0,238507.4028,549817.0959
774,485011425,5,0,238286.6266,549944.6123
775,485011438,4,0,223721.0339,550989.9256
776,485011438,5,0,223437.8294,550912.6885
777,485011438,6,0,223164.1598,550790.2772
778,485011438,7,0,222881.6897,550657.3158
779,485111617,3,0,103147.6938,560866.14
780,485111617,4,0,103248.6751,561180.9712
781,485111617,5,0,103427.3667,561380.8349
782,485111617,6,0,103652.9534,561195.036
783,485411621,3,0,98492.83694,566945.8826
784,485411621,4,0,98538.81253,566697.4783
785,485411621,5,0,98637.02261,566423.2986
786,485411621,6,0,98564.01424,566152.955
787,485711534,6,0,155848.8142,567965.9458
788,485711534,7,0,155556.6484,568179.2794
789,485711534,8,0,155313.0229,568334.2256
790,485711534,9,0,155086.4032,568529.114
791,485711639,2,0,76600.6772,574532.9183
792,485711639,3,0,76337.63606,574577.0979
793,485711639,4,0,76072.47625,574469.6737
794,485711639,5,1,75779.83033,574431.7563
795,485811452,1,1,207485.6617,566403.7598
796,485911509,1,0,185906.4304,570184.2282
797,485911509,2,0,186145.4348,570190.3394
798,485911509,3,0,186364.74,570177.824
799,485911509,4,0,186641.5486,570097.6376
800,485911509,5,0,186866.3473,570029.0215
801,485911509,6,0,187107.6265,569954.7674
802,485911509,7,0,187342.6321,569834.1689
803,485911509,8,0,187603.9613,569762.9485
804,485911509,9,0,187824.0698,569700.2819
805,485911509,10,0,188068.8167,569663.7115
