ID NUTS YYYY MM 0 BAREA
30045 ITC43 1997 03 2 269.577
30046 ITC43 1997 04 2 2907.35
30047 ITC43 1997 09 3 2.65469
30048 ITC43 1997 10 4 0.684754
30049 ITC43 1997 11 3 3.85992
30050 ITC43 1998 02 3 13.3883
30051 ITC43 1998 03 3 262.596
30052 ITC43 1998 08 2 1.14865
30053 ITC43 1998 11 3 3.70853
30054 ITC43 1998 12 5 34.3958
30055 ITC43 1999 01 3 3.59604
30056 ITC43 1999 02 3 56.0102
30057 ITC43 1999 03 3 4.58115
30058 ITC43 2000 01 4 12.8428
30059 ITC43 2000 02 3 135.418
30060 ITC43 2000 03 4 103.412
30061 ITC43 2001 02 4 18.62
30062 ITC43 2002 01 4 34.3772
30063 ITC43 2002 02 2 0.778356
30064 ITC43 2002 03 2 41.7714
30065 ITC43 2002 04 2 32.891
30066 ITC43 2002 10 2 0.367084
30067 ITC43 2003 02 4 1.96545
30068 ITC43 2003 03 4 59.8513
30069 ITC43 2003 04 3 0.796993
30070 ITC43 2003 05 2 1.38296
30071 ITC43 2003 06 2 0.171027
30072 ITC43 2004 02 5 3.99234
30073 ITC43 2004 03 2 0.244849
30074 ITC43 2004 06 2 4.1253
30075 ITC43 2004 07 2 0.0997321
30076 ITC43 2004 08 2 0.118407
30077 ITC43 2004 09 2 0.372717
30078 ITC43 2004 11 2 0.399598
30079 ITC43 2005 01 2 0.435507
30080 ITC43 2005 02 2 15.824
30081 ITC43 2005 03 2 22.2004
30082 ITC43 2005 06 2 0.153184
30083 ITC43 2005 07 4 0.634293
30084 ITC43 2005 08 2 0.169252
30085 ITC43 2006 04 3 2.41295
30086 ITC43 2006 05 4 13.3252
30087 ITC43 2006 07 3 51.2861
30088 ITC43 2006 11 3 11.2193
30089 ITC43 2006 12 2 0.197114
30090 ITC44 1985 04 4 9.63889
30091 ITC44 1985 12 2 0.0610855
30092 ITC44 1986 03 2 0.00536574
30093 ITC44 1986 04 2 31.6032
30094 ITC44 1986 11 3 4.3099
30095 ITC44 1986 12 3 32.1517
30096 ITC44 1987 01 3 47.1323
30097 ITC44 1987 03 3 108.636
30098 ITC44 1987 04 5 15.3059
30099 ITC44 1987 05 3 1.50669
30100 ITC44 1987 09 2 0.562832
30101 ITC44 1988 02 3 11.5122
30102 ITC44 1988 03 3 9.59248
30103 ITC44 1988 04 2 0.477844
30104 ITC44 1988 08 2 4.2062
30105 ITC44 1988 11 4 51.0548
30106 ITC44 1988 12 4 52.2781
30107 ITC44 1989 01 4 951.062
30108 ITC44 1989 02 4 152.449
30109 ITC44 1989 03 4 24.8565
30110 ITC44 1989 05 2 1.00653
30111 ITC44 1989 10 2 83.2454
30112 ITC44 1989 12 5 16.272
30113 ITC44 1990 01 5 362.684
30114 ITC44 1990 02 5 93.1449
30115 ITC44 1990 03 5 1089.79
30116 ITC44 1990 07 3 0.322827
30117 ITC44 1990 08 5 16.0658
30118 ITC44 1990 09 2 3.72653
30119 ITC44 1990 11 2 0.70573
30120 ITC44 1991 03 2 0.907361
30121 ITC44 1991 04 2 5.60425
30122 ITC44 1991 05 5 18.5901
30123 ITC44 1991 08 5 9.60118
30124 ITC44 1991 09 5 131.375
30125 ITC44 1991 12 2 6.69751
30126 ITC44 1992 01 3 8.18016
30127 ITC44 1992 02 3 38.9166
30128 ITC44 1992 03 3 132.474
30129 ITC44 1992 04 3 79.7747
30130 ITC44 1992 05 5 74.3512
30131 ITC44 1992 08 2 0.0683315
30132 ITC44 1992 09 2 1.877
30133 ITC44 1992 11 4 7.12074
30134 ITC44 1992 12 2 0.068928
30135 ITC44 1993 01 2 15.5233
30136 ITC44 1993 02 2 48.1464
30137 ITC44 1993 03 2 247.715
30138 ITC44 1993 04 2 81.4833
30139 ITC44 1993 07 2 2.64882
30140 ITC44 1993 08 4 1.49352
30141 ITC44 1993 12 2 3.41295
30142 ITC44 1994 02 2 0.762538
30143 ITC44 1994 03 2 3.24654
30144 ITC44 1994 04 4 5.83371
30145 ITC44 1994 12 3 16.0699
30146 ITC44 1995 03 3 20.7228
30147 ITC44 1995 04 3 79.9141
30148 ITC44 1995 05 2 0.787077
30149 ITC44 1995 08 2 2.3253
30150 ITC44 1995 11 2 269.327
30151 ITC44 1996 02 5 31.6486
30152 ITC44 1996 03 5 19.2377
30153 ITC44 1996 04 5 113.225
30154 ITC44 1996 06 2 2.93513
30155 ITC44 1996 11 2 2.53737
30156 ITC44 1997 02 5 6.25224
30157 ITC44 1997 03 5 269.977
30158 ITC44 1997 04 5 129.727
30159 ITC44 1997 05 2 10.3173
30160 ITC44 1997 10 5 12.9101
30161 ITC44 1998 01 4 3.69128
30162 ITC44 1998 02 4 91.0711
30163 ITC44 1998 03 4 1535.68
30164 ITC44 1998 04 3 2.53983
30165 ITC44 1998 05 5 20.6403
30166 ITC44 1998 11 2 17.8739
30167 ITC44 1998 12 2 101.709
30168 ITC44 1999 01 2 0.229108
30169 ITC44 1999 02 4 2.45573
30170 ITC44 1999 03 4 3.69795
30171 ITC44 1999 04 5 3.38955
30172 ITC44 1999 09 2 0.0254524
30173 ITC44 1999 10 2 4.33092
30174 ITC44 2000 02 5 7.4736
30175 ITC44 2000 03 5 236.922
30176 ITC44 2000 08 2 0.0789702
30177 ITC44 2000 10 2 0.549112
30178 ITC44 2001 02 4 2.7203
30179 ITC44 2001 04 2 0.139582
30180 ITC44 2001 05 2 3.76979
30181 ITC44 2001 06 2 4.751
30182 ITC44 2001 10 2 1.09921
30183 ITC44 2001 11 3 2.53286
30184 ITC44 2001 12 3 87.9162
30185 ITC44 2002 01 3 63.7172
30186 ITC44 2002 02 5 13.7062
30187 ITC44 2002 03 5 15.1291
30188 ITC44 2002 04 5 80.7986
30189 ITC44 2002 05 5 5.52545
30190 ITC44 2002 10 5 10.4891
30191 ITC44 2002 11 2 0.0539325
30192 ITC44 2003 02 5 2.549
30193 ITC44 2003 03 5 23.0936
30194 ITC44 2003 04 5 13.7534
30195 ITC44 2003 05 2 1.33105
30196 ITC44 2003 06 3 6.02856
30197 ITC44 2003 08 3 15.8947
30198 ITC44 2003 09 3 2.91728
30199 ITC44 2003 12 4 1.0348
30200 ITC44 2004 02 4 8.31355
30201 ITC44 2004 03 4 2.73566
30202 ITC44 2004 04 4 8.32033
30203 ITC44 2004 05 3 2.15759
30204 ITC44 2004 06 4 41.3839
30205 ITC44 2004 08 3 0.123005
30206 ITC44 2004 09 2 0.528367
30207 ITC44 2004 10 2 0.460087
30208 ITC44 2005 01 2 0.63559
30209 ITC44 2005 02 2 0.850938
30210 ITC44 2005 03 2 129.782
30211 ITC44 2005 04 4 1.53175
30212 ITC44 2005 05 3 34.4092
30213 ITC44 2005 06 3 1.3114
30214 ITC44 2005 07 2 0.103391
30215 ITC44 2005 08 2 0.00565315
30216 ITC44 2005 10 2 1.98297
30217 ITC44 2006 03 4 2.74521
30218 ITC44 2006 04 4 28.6604
30219 ITC44 2006 05 2 3.3762
30220 ITC44 2006 07 4 0.491306
30221 ITC44 2006 08 2 0.323852
30222 ITC44 2006 09 2 6.04371
30223 ITC44 2006 11 3 0.84795
30224 ITC45 1985 04 3 3.78746
30225 ITC45 1985 09 2 1.39563
30226 ITC45 1986 03 3 10.8075
30227 ITC45 1987 01 3 6.35769
30228 ITC45 1987 03 3 39.0593
30229 ITC45 1987 04 3 11.5884
30230 ITC45 1988 02 3 9.20314
30231 ITC45 1988 03 3 93.3316
30232 ITC45 1988 04 3 2.96729
30233 ITC45 1988 10 3 0.916233
30234 ITC45 1988 12 4 9.58848
30235 ITC45 1989 01 2 1.22541
30236 ITC45 1989 02 2 10.2876
30237 ITC45 1989 03 3 0.83154
30238 ITC45 1989 04 2 1.42385
30239 ITC45 1989 05 2 2.14064
30240 ITC45 1989 10 2 0.134856
30241 ITC45 1990 02 3 12.0897
30242 ITC45 1990 03 4 80.6657
30243 ITC45 1990 07 2 0.720377
30244 ITC45 1990 08 3 1.43372
30245 ITC45 1990 09 4 6.05392
30246 ITC45 1991 03 3 4.36471
30247 ITC45 1991 05 2 0.475032
30248 ITC45 1991 07 5 5.43759
30249 ITC45 1991 08 5 27.6882
30250 ITC45 1991 09 5 9.97272
30251 ITC45 1992 03 5 4.6804
30252 ITC45 1992 04 3 30.5848
30253 ITC45 1992 05 2 0.669964
30254 ITC45 1992 08 2 6.24305
30255 ITC45 1993 02 2 10.2711
30256 ITC45 1993 03 3 3.16325
30257 ITC45 1994 01 2 0.388272
30258 ITC45 1994 03 3 10.4786
30259 ITC45 1995 01 2 3.20704
30260 ITC45 1995 05 2 1.69484
30261 ITC45 1996 04 3 2.35306
30262 ITC45 1997 02 4 121.689
30263 ITC45 1997 03 4 121.576
30264 ITC45 1997 04 5 6.72312
30265 ITC45 1997 05 2 7.37135
30266 ITC45 1998 02 2 0.763344
30267 ITC45 1998 03 2 13.7749
30268 ITC45 1999 02 4 2.58878
30269 ITC45 1999 03 2 0.301826
30270 ITC45 1999 08 2 1.30569
30271 ITC45 2000 02 4 0.769967
30272 ITC45 2000 03 3 2.78604
30273 ITC45 2001 04 2 1.18877
30274 ITC45 2002 03 5 9.28501
30275 ITC45 2002 04 3 2.38778
30276 ITC45 2002 06 2 0.216656
30277 ITC45 2003 02 2 2.85147
30278 ITC45 2003 03 5 3.89028
30279 ITC45 2003 04 5 7.16304
30280 ITC45 2003 06 4 2.08317
30281 ITC45 2003 07 4 9.70175
30282 ITC45 2003 08 4 1.93519
30283 ITC45 2004 04 4 28.5023
30284 ITC45 2004 08 2 0.282232
30285 ITC45 2004 09 2 0.698102
30286 ITC45 2005 02 2 9.68967
30287 ITC45 2005 03 2 0.22044
30288 ITC45 2005 04 2 2.17009
30289 ITC45 2005 08 2 0.107804
30290 ITC45 2006 03 2 2.95405
30291 ITC45 2006 04 2 16.0437
30292 ITC45 2006 06 3 1.5883
30293 ITC45 2006 07 3 0.635669
30294 ITC45 2006 08 2 1.93185
30295 ITC46 1985 03 5 11.1457
30296 ITC46 1985 04 5 56.3229
30297 ITC46 1985 05 5 52.1623
30298 ITC46 1985 08 4 2.90266
30299 ITC46 1985 09 4 11.1837
30300 ITC46 1985 10 4 22.0888
30301 ITC46 1985 12 3 5.90881
30302 ITC46 1986 01 3 19.7482
30303 ITC46 1986 03 3 19.7063
30304 ITC46 1986 04 3 64.3033
30305 ITC46 1986 05 2 2.67135
30306 ITC46 1986 07 2 1.41956
30307 ITC46 1986 08 2 1.33648
30308 ITC46 1986 10 2 0.217873
30309 ITC46 1986 11 3 5.73809
30310 ITC46 1986 12 3 175.642
30311 ITC46 1987 01 3 65.9361
30312 ITC46 1987 02 5 3.11953
30313 ITC46 1987 03 5 89.8574
30314 ITC46 1987 04 5 105.987
30315 ITC46 1987 05 5 17.3827
30316 ITC46 1987 07 2 0.280291
30317 ITC46 1987 08 3 5.8914
30318 ITC46 1987 09 2 7.41438
30319 ITC46 1987 11 2 0.500515
30320 ITC46 1987 12 4 6.47552
30321 ITC46 1988 01 4 5.70026
30322 ITC46 1988 02 4 37.9663
30323 ITC46 1988 03 4 1140.71
30324 ITC46 1988 04 3 2.12428
30325 ITC46 1988 05 2 3.81039
30326 ITC46 1988 08 2 2.01418
30327 ITC46 1988 11 5 37.3032
30328 ITC46 1988 12 5 105.615
30329 ITC46 1989 01 5 287.268
30330 ITC46 1989 02 5 186.55
30331 ITC46 1989 03 5 147.095
30332 ITC46 1989 04 2 2.75352
30333 ITC46 1989 05 2 21.5201
30334 ITC46 1989 07 2 0.266659
30335 ITC46 1989 10 4 2.08762
30336 ITC46 1989 11 5 7.64738
30337 ITC46 1989 12 5 34.2961
30338 ITC46 1990 01 5 117.127
30339 ITC46 1990 02 5 245.723
30340 ITC46 1990 03 5 2120.57
30341 ITC46 1990 04 5 32.7435
30342 ITC46 1990 05 5 47.6053
30343 ITC46 1990 07 3 2.04874
30344 ITC46 1990 08 3 2.58047
30345 ITC46 1990 09 2 7.1524
30346 ITC46 1990 11 4 14.6667
30347 ITC46 1990 12 4 6.87207
30348 ITC46 1991 01 4 4.49515
30349 ITC46 1991 02 4 2.78981
30350 ITC46 1991 03 4 28.2198
30351 ITC46 1991 04 4 14.9694
30352 ITC46 1991 05 5 9.77816
30353 ITC46 1991 06 2 0.405003
30354 ITC46 1991 07 5 4.36565
30355 ITC46 1991 08 5 14.3869
30356 ITC46 1991 09 5 64.2686
30357 ITC46 1991 11 3 2.56754
30358 ITC46 1991 12 3 28.4995
30359 ITC46 1992 01 3 56.3028
30360 ITC46 1992 02 3 117.993
30361 ITC46 1992 03 3 581.105
30362 ITC46 1992 04 3 73.7617
30363 ITC46 1992 05 4 5.80237
30364 ITC46 1992 08 4 28.7475
30365 ITC46 1992 11 2 2.31682
30366 ITC46 1992 12 4 2.09774
30367 ITC46 1993 01 4 108.635
30368 ITC46 1993 02 4 1030.28
30369 ITC46 1993 03 4 208.146
30370 ITC46 1993 04 4 31.1071
30371 ITC46 1993 08 4 18.8969
30372 ITC46 1993 09 2 1.1238
30373 ITC46 1993 12 2 0.974393
30374 ITC46 1994 01 2 2.21292
30375 ITC46 1994 02 5 6.04078
30376 ITC46 1994 03 5 119.944
30377 ITC46 1994 04 5 8.9786
30378 ITC46 1994 05 2 0.34614
30379 ITC46 1994 06 2 0.752862
30380 ITC46 1994 08 2 11.4828
30381 ITC46 1994 11 2 0.389337
30382 ITC46 1994 12 2 98.4385
30383 ITC46 1995 01 2 76.8216
30384 ITC46 1995 02 2 5.21985
30385 ITC46 1995 03 2 118.602
30386 ITC46 1995 04 2 249.804
30387 ITC46 1995 05 2 1.77734
30388 ITC46 1995 09 2 2.6352
30389 ITC46 1995 10 2 0.551747
30390 ITC46 1996 03 2 28.0132
30391 ITC46 1996 04 2 28.4028
30392 ITC46 1996 06 3 5.79743
30393 ITC46 1997 01 3 9.15656
30394 ITC46 1997 02 3 191.372
30395 ITC46 1997 03 3 660.225
30396 ITC46 1997 04 3 135.824
30397 ITC46 1997 05 2 1.18809
30398 ITC46 1997 09 2 0.875925
30399 ITC46 1997 11 2 3.3863
30400 ITC46 1997 12 5 6.6323
30401 ITC46 1998 01 3 0.894555
30402 ITC46 1998 02 3 65.3522
30403 ITC46 1998 03 3 69.6907
30404 ITC46 1998 04 4 18.4205
30405 ITC46 1998 05 3 0.74034
30406 ITC46 1998 08 3 0.0528789
30407 ITC46 1998 11 5 18.3506
30408 ITC46 1998 12 5 10.1114
30409 ITC46 1999 01 5 18.6236
30410 ITC46 1999 02 5 176.947
30411 ITC46 1999 03 5 14.5214
30412 ITC46 1999 04 4 34.0956
30413 ITC46 1999 12 2 3.89712
30414 ITC46 2000 01 2 40.551
30415 ITC46 2000 02 2 13.568
30416 ITC46 2000 03 2 172.092
30417 ITC46 2000 07 2 0.668329
30418 ITC46 2000 08 2 4.16528
30419 ITC46 2001 02 3 2.29664
30420 ITC46 2001 03 4 4.88382
30421 ITC46 2001 04 4 14.5046
30422 ITC46 2001 07 4 0.546669
30423 ITC46 2001 09 2 0.375086
30424 ITC46 2001 12 2 274.096
30425 ITC46 2002 01 2 721.236
30426 ITC46 2002 02 2 16.5708
30427 ITC46 2002 03 2 222.846
30428 ITC46 2002 04 2 18.8955
30429 ITC46 2002 06 2 0.739868
30430 ITC46 2003 01 2 1.63005
30431 ITC46 2003 02 2 3.00948
30432 ITC46 2003 03 2 76.7659
30433 ITC46 2003 04 2 24.2223
30434 ITC46 2003 07 2 1.45518
30435 ITC46 2003 08 4 4.37108
30436 ITC46 2003 09 4 7.27146
30437 ITC46 2003 10 3 0.213704
30438 ITC46 2003 12 3 0.583944
30439 ITC46 2004 01 2 1.90282
30440 ITC46 2004 02 2 61.7137
30441 ITC46 2004 03 2 29.1961
30442 ITC46 2004 04 2 0.698212
30443 ITC46 2004 11 2 2.66094
30444 ITC46 2004 12 3 1.14402
30445 ITC46 2005 01 2 0.428439
30446 ITC46 2005 02 2 31.0714
30447 ITC46 2005 03 2 57.0535
30448 ITC46 2005 04 3 0.554571
30449 ITC46 2005 05 2 1.90125
30450 ITC46 2005 06 2 1.53363
30451 ITC46 2005 11 2 0.944976
30452 ITC46 2006 01 3 6.84847
30453 ITC46 2006 02 3 2.31959
30454 ITC46 2006 03 4 1.78362
30455 ITC46 2006 04 5 68.5336
30456 ITC46 2006 06 5 3.95914
30457 ITC46 2006 07 4 3.74567
30458 ITC46 2006 09 2 0.166833
30459 ITC46 2006 11 2 0.328658
30460 ITC46 2006 12 4 7.66739
30461 ITC47 1985 01 3 17.632
30462 ITC47 1985 02 3 95.6063
30463 ITC47 1985 03 5 8.03275
30464 ITC47 1985 04 5 98.685
30465 ITC47 1985 05 3 8.18032
30466 ITC47 1985 08 3 1.9597
30467 ITC47 1985 09 3 19.3304
30468 ITC47 1985 10 2 101.527
30469 ITC47 1985 12 2 71.0881
30470 ITC47 1986 01 2 19.408
30471 ITC47 1986 03 5 149.906
30472 ITC47 1986 04 5 23.2063
30473 ITC47 1986 05 2 7.97826
30474 ITC47 1986 07 2 0.312028
30475 ITC47 1986 10 3 2.06883
30476 ITC47 1986 11 3 27.1
30477 ITC47 1986 12 3 518.766
30478 ITC47 1987 01 3 190.917
30479 ITC47 1987 02 4 5.3634
30480 ITC47 1987 03 4 333.594
30481 ITC47 1987 04 4 195.049
30482 ITC47 1987 05 5 5.67163
30483 ITC47 1987 07 3 4.8243
30484 ITC47 1987 08 2 5.4856
30485 ITC47 1987 09 4 18.9557
30486 ITC47 1987 11 4 15.4474
30487 ITC47 1987 12 4 46.8956
30488 ITC47 1988 01 3 6.18232
30489 ITC47 1988 02 3 25.3191
30490 ITC47 1988 03 3 349.095
30491 ITC47 1988 04 3 9.67974
30492 ITC47 1988 08 3 131.669
30493 ITC47 1988 10 2 0.00573809
30494 ITC47 1988 11 2 140.862
30495 ITC47 1988 12 2 311.749
30496 ITC47 1989 01 2 2742.97
30497 ITC47 1989 02 2 1443.94
30498 ITC47 1989 03 2 30.3301
30499 ITC47 1989 04 2 1.32946
30500 ITC47 1989 05 2 38.7656
30501 ITC47 1989 10 2 65.4324
30502 ITC47 1989 11 2 98.1029
30503 ITC47 1989 12 2 263.114
30504 ITC47 1990 01 2 501.553
30505 ITC47 1990 02 2 1016.24
30506 ITC47 1990 03 2 2603.89
30507 ITC47 1990 04 4 4.99343
30508 ITC47 1990 05 4 217.537
30509 ITC47 1990 07 2 0.152973
30510 ITC47 1990 08 2 20.4385
30511 ITC47 1990 09 2 16.8788
30512 ITC47 1990 10 4 41.5901
30513 ITC47 1990 11 4 123.283
30514 ITC47 1990 12 5 34.8108
30515 ITC47 1991 01 5 90.5695
30516 ITC47 1991 02 5 130.989
30517 ITC47 1991 03 5 34.9859
30518 ITC47 1991 04 5 93.2953
30519 ITC47 1991 05 3 10.4428
30520 ITC47 1991 06 3 1.6627
30521 ITC47 1991 07 3 12.3388
30522 ITC47 1991 08 3 24.7242
30523 ITC47 1991 09 3 95.9926
30524 ITC47 1991 11 4 69.4353
30525 ITC47 1991 12 4 996.728
30526 ITC47 1992 01 4 138.906
30527 ITC47 1992 02 4 348.771
30528 ITC47 1992 03 4 761.672
30529 ITC47 1992 04 4 15.9884
30530 ITC47 1992 05 4 11.852
30531 ITC47 1992 08 4 318.818
30532 ITC47 1992 11 4 466.523
30533 ITC47 1993 01 4 58.0283
30534 ITC47 1993 02 4 3910.73
30535 ITC47 1993 03 4 555.247
30536 ITC47 1993 04 4 149.66
30537 ITC47 1993 08 4 148.473
30538 ITC47 1993 11 2 2.69414
30539 ITC47 1993 12 4 16.9179
30540 ITC47 1994 01 4 1.42839
30541 ITC47 1994 02 3 4.26465
30542 ITC47 1994 03 3 158.811
30543 ITC47 1994 04 3 21.4163
30544 ITC47 1994 07 2 0.184464
30545 ITC47 1994 08 2 42.8516
30546 ITC47 1994 10 2 8.66184
30547 ITC47 1994 11 2 229.803
30548 ITC47 1994 12 2 584.737
30549 ITC47 1995 01 2 228.15
30550 ITC47 1995 02 4 8.52615
30551 ITC47 1995 03 4 55.2055
30552 ITC47 1995 04 4 64.9668
30553 ITC47 1995 05 2 1.00863
30554 ITC47 1995 11 2 197.038
30555 ITC47 1996 02 2 2.57266
30556 ITC47 1996 03 5 14.2815
30557 ITC47 1996 04 5 48.2188
30558 ITC47 1996 06 4 12.3481
30559 ITC47 1996 07 2 0.942419
30560 ITC47 1996 08 2 0.811469
30561 ITC47 1996 09 2 0.54558
30562 ITC47 1996 11 2 1.50707
30563 ITC47 1996 12 3 3.18721
30564 ITC47 1997 01 3 2.67138
30565 ITC47 1997 02 3 173.458
30566 ITC47 1997 03 3 2009.1
30567 ITC47 1997 04 3 1407.55
30568 ITC47 1997 05 2 2.96248
30569 ITC47 1997 09 2 1.4488
30570 ITC47 1997 10 3 2.22637
30571 ITC47 1997 11 2 0.856927
30572 ITC47 1997 12 5 7.10806
30573 ITC47 1998 01 2 0.104812
30574 ITC47 1998 02 2 389.321
30575 ITC47 1998 03 2 470.649
30576 ITC47 1998 04 2 10.0422
30577 ITC47 1998 05 3 17.0846
30578 ITC47 1998 08 2 0.527118
30579 ITC47 1998 10 3 1.28135
30580 ITC47 1998 11 3 3.85534
30581 ITC47 1998 12 3 111.327
30582 ITC47 1999 01 3 43.1237
30583 ITC47 1999 02 3 174.725
30584 ITC47 1999 03 3 37.0782
30585 ITC47 1999 04 3 73.869
30586 ITC47 1999 08 2 1.76567
30587 ITC47 1999 09 2 4.5791
30588 ITC47 1999 11 2 3.07445
30589 ITC47 1999 12 2 0.758175
30590 ITC47 2000 01 2 39.9308
30591 ITC47 2000 02 2 198.314
30592 ITC47 2000 03 2 276.842
30593 ITC47 2000 04 2 1.04289
30594 ITC47 2000 07 2 0.67936
30595 ITC47 2000 08 3 17.585
30596 ITC47 2000 09 2 0.0759679
30597 ITC47 2001 02 2 4.78124
30598 ITC47 2001 03 4 8.34389
30599 ITC47 2001 08 5 1.1044
30600 ITC47 2001 10 2 3.21675
30601 ITC47 2001 11 2 26.0536
30602 ITC47 2001 12 2 653.516
30603 ITC47 2002 01 2 1043.13
30604 ITC47 2002 02 2 7.66274
30605 ITC47 2002 03 2 279.223
30606 ITC47 2002 04 2 58.8482
30607 ITC47 2002 05 3 4.1467
30608 ITC47 2002 06 2 1.25096
30609 ITC47 2002 07 2 3.36423
30610 ITC47 2002 11 2 15.3886
30611 ITC47 2003 01 5 14.9343
30612 ITC47 2003 02 5 74.7484
30613 ITC47 2003 03 5 181.34
30614 ITC47 2003 04 5 34.6845
30615 ITC47 2003 05 3 0.67198
30616 ITC47 2003 06 3 25.1556
30617 ITC47 2003 07 3 2.30908
30618 ITC47 2003 08 3 50.0255
30619 ITC47 2003 09 3 38.6307
30620 ITC47 2003 10 3 1.93162
30621 ITC47 2003 11 3 31.7096
30622 ITC47 2003 12 3 46.5565
30623 ITC47 2004 01 5 4.46233
30624 ITC47 2004 02 5 113.069
30625 ITC47 2004 03 5 5.26745
30626 ITC47 2004 04 5 3.98443
30627 ITC47 2004 05 4 9.64374
30628 ITC47 2004 07 2 0.110241
30629 ITC47 2004 08 2 0.190798
30630 ITC47 2004 09 2 4.81591
30631 ITC47 2004 11 2 12.2683
30632 ITC47 2005 01 2 22.496
30633 ITC47 2005 02 2 221.149
30634 ITC47 2005 03 2 56.8754
30635 ITC47 2005 04 3 2.61607
30636 ITC47 2005 05 3 93.7832
30637 ITC47 2005 06 4 8.26366
30638 ITC47 2005 08 2 2.35636
30639 ITC47 2005 10 2 4.5268
30640 ITC47 2005 11 2 24.1537
30641 ITC47 2005 12 2 11.1461
30642 ITC47 2006 01 2 3.29484
30643 ITC47 2006 02 2 0.0473116
30644 ITC47 2006 03 2 17.0728
30645 ITC47 2006 04 3 7.64529
30646 ITC47 2006 06 3 0.364876
30647 ITC47 2006 07 3 1.76822
30648 ITC47 2006 09 3 0.136422
30649 ITC47 2006 10 2 3.9046
30650 ITC47 2006 11 2 159.177
30651 ITC47 2006 12 4 67.3924
30652 ITC48 1985 03 2 0.75696
30653 ITC48 1985 04 2 12.9457
30654 ITC48 1985 08 5 6.01249
30655 ITC48 1986 03 2 4.31887
30656 ITC48 1986 04 3 6.4965
30657 ITC48 1986 08 2 4.01277
30658 ITC48 1986 09 2 0.341268
30659 ITC48 1987 01 2 6.62767
30660 ITC48 1987 03 2 7.09612
30661 ITC48 1987 04 3 6.4291
30662 ITC48 1988 03 4 4.92814
30663 ITC48 1989 02 3 7.84234
30664 ITC48 1989 03 5 8.81754
30665 ITC48 1989 08 3 4.03281
30666 ITC48 1990 02 5 451.304
30667 ITC48 1990 03 5 12.6959
30668 ITC48 1990 05 2 4.87279
30669 ITC48 1990 07 4 5.63724
30670 ITC48 1990 08 3 0.632522
30671 ITC48 1990 09 3 8.9081
30672 ITC48 1990 10 2 0.10608
30673 ITC48 1991 03 2 3.93195
30674 ITC48 1991 07 2 3.47237
30675 ITC48 1991 08 2 4.42185
30676 ITC48 1991 09 2 6.86415
30677 ITC48 1991 12 3 0.240488
30678 ITC48 1992 01 2 0.323062
30679 ITC48 1992 02 2 8.50586
30680 ITC48 1992 03 2 17.736
30681 ITC48 1992 04 2 0.139949
30682 ITC48 1992 05 5 1.7653
30683 ITC48 1992 08 4 0.476599
30684 ITC48 1992 09 2 0.425667
30685 ITC48 1993 01 2 3.48215
30686 ITC48 1993 02 2 6.12612
30687 ITC48 1993 03 2 10.6989
30688 ITC48 1993 07 2 0.0705859
30689 ITC48 1993 08 2 7.23625
30690 ITC48 1993 10 2 5.68188
30691 ITC48 1994 03 2 85.8196
30692 ITC48 1994 04 2 0.055606
30693 ITC48 1994 08 2 0.0515675
30694 ITC48 1994 11 2 0.261519
30695 ITC48 1995 02 2 3.67512
30696 ITC48 1995 03 4 5.39496
30697 ITC48 1995 04 4 2.28923
30698 ITC48 1995 07 2 0.565642
30699 ITC48 1995 08 2 0.228087
30700 ITC48 1996 03 2 3.30613
30701 ITC48 1997 02 2 2.83886
30702 ITC48 1997 03 2 11.1194
30703 ITC48 1997 04 2 5.77809
30704 ITC48 1997 05 3 3.57997
30705 ITC48 1997 08 3 0.518359
30706 ITC48 1998 02 3 2.24438
30707 ITC48 1998 03 2 2.27086
30708 ITC48 1998 04 2 15.5989
30709 ITC48 1998 07 2 4.03318
30710 ITC48 1999 02 5 25.7941
30711 ITC48 2000 02 5 12.8179
30712 ITC48 2000 03 3 1.22174
30713 ITC48 2002 01 2 0.0420428
30714 ITC48 2002 03 3 5.08647
30715 ITC48 2002 04 2 2.64927
30716 ITC48 2002 05 2 0.442518
30717 ITC48 2003 01 3 2.28214
30718 ITC48 2003 02 3 0.382901
30719 ITC48 2003 03 3 47.5625
30720 ITC48 2003 04 2 0.386937
30721 ITC48 2003 06 4 1.13973
30722 ITC48 2003 07 4 1.88312
30723 ITC48 2003 08 4 10.2217
30724 ITC48 2003 09 4 4.85406
30725 ITC48 2004 01 2 0.288982
30726 ITC48 2004 02 2 2.16534
30727 ITC48 2004 03 2 1.34318
30728 ITC48 2004 04 2 4.15604
30729 ITC48 2004 05 2 0.112563
30730 ITC48 2004 06 2 2.48388
30731 ITC48 2004 07 3 0.501547
30732 ITC48 2004 08 5 5.64533
30733 ITC48 2004 09 3 1.4229
30734 ITC48 2005 01 2 0.206316
30735 ITC48 2005 02 4 9.23247
30736 ITC48 2005 06 2 0.272332
30737 ITC48 2005 08 3 1.45974
30738 ITC48 2006 03 4 0.445352
30739 ITC48 2006 05 2 0.0114919
30740 ITC48 2006 06 3 2.66019
30741 ITC48 2006 07 2 1.9104
30742 ITC48 2006 12 2 0.60314
30743 ITC49 2005 07 2 0.375633
30744 ITC4A 1997 08 2 13.7867
30745 ITC4A 1999 02 2 0.229466
30746 ITC4B 1987 03 2 2.47508
30747 ITC4B 1987 04 2 0.353324
