ID NUTS YYYY MM 0 BAREA
17813 FR823 1993 09 2 23.8345
17814 FR823 1993 10 3 2.44416
17815 FR823 1993 11 5 2.6532
17816 FR823 1993 12 5 53.9332
17817 FR823 1994 01 5 163.722
17818 FR823 1994 02 5 7.45164
17819 FR823 1994 03 5 88.0673
17820 FR823 1994 04 5 44.8617
17821 FR823 1994 05 5 0.797082
17822 FR823 1994 06 5 18.4777
17823 FR823 1994 07 5 14.6465
17824 FR823 1994 08 5 860.071
17825 FR823 1994 09 5 1.30644
17826 FR823 1994 10 5 1.59984
17827 FR823 1994 11 2 0.385174
17828 FR823 1994 12 2 13.7303
17829 FR823 1995 01 2 109.204
17830 FR823 1995 02 2 86.7828
17831 FR823 1995 03 2 655.449
17832 FR823 1995 04 2 19.0882
17833 FR823 1995 05 3 1.04951
17834 FR823 1995 06 3 1.57337
17835 FR823 1995 07 3 4.28305
17836 FR823 1995 08 3 0.0626095
17837 FR823 1995 09 3 0.52047
17838 FR823 1995 10 3 4.3857
17839 FR823 1995 11 3 16.1336
17840 FR823 1996 01 3 1.78788
17841 FR823 1996 02 3 50.8207
17842 FR823 1996 03 3 65.917
17843 FR823 1996 04 3 20.6673
17844 FR823 1996 05 3 4.26255
17845 FR823 1996 06 3 14.5214
17846 FR823 1996 07 3 23.0013
17847 FR823 1996 08 3 19.7161
17848 FR823 1996 09 3 4.06102
17849 FR823 1996 10 4 10.1606
17850 FR823 1996 11 3 0.130442
17851 FR823 1996 12 5 0.16939
17852 FR823 1997 01 3 0.89327
17853 FR823 1997 02 3 331.665
17854 FR823 1997 03 3 659.795
17855 FR823 1997 04 3 76.3621
17856 FR823 1997 05 3 26.3266
17857 FR823 1997 06 3 1.31007
17858 FR823 1997 07 3 1.46925
17859 FR823 1997 08 3 2.01155
17860 FR823 1997 09 3 2.71874
17861 FR823 1997 10 3 97.0031
17862 FR823 1997 11 3 1.80766
17863 FR823 1997 12 3 7.20149
17864 FR823 1998 01 3 59.05
17865 FR823 1998 02 3 209.991
17866 FR823 1998 03 3 507.653
17867 FR823 1998 04 3 9.17275
17868 FR823 1998 05 3 2.302
17869 FR823 1998 06 4 0.164962
17870 FR823 1998 07 4 20.3246
17871 FR823 1998 08 4 15.0644
17872 FR823 1998 09 4 149.132
17873 FR823 1998 10 4 29.1053
17874 FR823 1998 11 4 3.88707
17875 FR823 1998 12 4 439.045
17876 FR823 1999 01 4 196.948
17877 FR823 1999 02 4 545.486
17878 FR823 1999 03 4 302.161
17879 FR823 1999 04 4 25.3362
17880 FR823 1999 05 2 0.138161
17881 FR823 1999 06 2 8.58324
17882 FR823 1999 07 2 172.462
17883 FR823 1999 08 2 34.9028
17884 FR823 1999 09 2 6.35749
17885 FR823 1999 10 2 1.38154
17886 FR823 1999 11 4 8.9668
17887 FR823 1999 12 4 1.81477
17888 FR823 2000 01 4 85.9875
17889 FR823 2000 02 4 138.57
17890 FR823 2000 03 4 89.6775
17891 FR823 2000 04 4 8.42026
17892 FR823 2000 05 4 7.14769
17893 FR823 2000 06 4 2.08848
17894 FR823 2000 07 4 2.51076
17895 FR823 2000 08 4 26.9354
17896 FR823 2000 09 4 39.5651
17897 FR823 2000 10 4 0.791985
17898 FR823 2000 12 5 14.3266
17899 FR823 2001 01 2 0.072536
17900 FR823 2001 02 2 87.3146
17901 FR823 2001 03 2 1.84677
17902 FR823 2001 04 4 0.819269
17903 FR823 2001 06 4 3.49092
17904 FR823 2001 07 4 11.1021
17905 FR823 2001 08 4 153.149
17906 FR823 2001 09 4 185.851
17907 FR823 2001 10 4 0.784679
17908 FR823 2001 11 4 3.01872
17909 FR823 2001 12 4 126.177
17910 FR823 2002 01 4 838.664
17911 FR823 2002 02 4 208.882
17912 FR823 2002 03 4 643.332
17913 FR823 2002 04 4 81.8496
17914 FR823 2002 05 2 0.949844
17915 FR823 2002 06 2 1.47293
17916 FR823 2002 07 2 6.85788
17917 FR823 2002 08 2 11.388
17918 FR823 2002 09 5 2.01768
17919 FR823 2002 10 2 0.0402062
17920 FR823 2002 11 3 0.0704999
17921 FR823 2003 01 3 0.360441
17922 FR823 2003 02 3 91.9119
17923 FR823 2003 03 3 37.78
17924 FR823 2003 04 3 21.7399
17925 FR823 2003 05 3 5.7582
17926 FR823 2003 06 3 18.2359
17927 FR823 2003 07 3 93.8471
17928 FR823 2003 08 3 3399.55
17929 FR823 2003 09 3 4.90676
17930 FR823 2003 10 3 13.8019
17931 FR823 2003 11 4 2.23509
17932 FR823 2003 12 4 2.01849
17933 FR823 2004 01 4 25.528
17934 FR823 2004 02 4 69.7099
17935 FR823 2004 03 4 24.1994
17936 FR823 2004 04 4 11.136
17937 FR823 2004 05 4 1.03221
17938 FR823 2004 06 4 2.42199
17939 FR823 2004 07 4 4.72906
17940 FR823 2004 08 4 54.0516
17941 FR823 2004 09 4 2.48655
17942 FR823 2004 10 4 7.77742
17943 FR823 2004 11 5 2.75884
17944 FR823 2004 12 4 2.75619
17945 FR823 2005 01 4 50.2902
17946 FR823 2005 02 4 32.1131
17947 FR823 2005 03 4 37.1789
17948 FR823 2005 04 4 33.0872
17949 FR823 2005 05 4 1.20033
17950 FR823 2005 06 4 1.90557
17951 FR823 2005 07 4 138.045
17952 FR823 2005 08 4 31.4806
17953 FR823 2005 09 4 0.0637705
17954 FR823 2005 10 3 0.0503136
17955 FR823 2005 12 3 1.12019
17956 FR823 2006 01 4 0.696852
17957 FR823 2006 02 4 0.262145
17958 FR823 2006 03 4 8.69935
17959 FR823 2006 04 4 17.6395
17960 FR823 2006 05 4 18.572
17961 FR823 2006 06 4 53.556
17962 FR823 2006 07 4 50.0999
17963 FR823 2006 08 4 15.0264
17964 FR823 2006 09 3 0.0364486
17965 FR823 2006 10 2 0.0407232
17966 FR823 2006 11 4 1.28951
17967 FR823 2006 12 5 0.724593
17968 FR824 1985 01 5 9.3238
17969 FR824 1985 02 5 6.76119
17970 FR824 1985 03 5 10.0029
17971 FR824 1985 04 5 112.451
17972 FR824 1985 05 5 58.506
17973 FR824 1985 06 5 59.2608
17974 FR824 1985 07 5 71.0479
17975 FR824 1985 08 5 58.368
17976 FR824 1985 09 5 78.2798
17977 FR824 1985 10 5 11.8414
17978 FR824 1985 11 5 1.44715
17979 FR824 1985 12 3 3.15083
17980 FR824 1986 01 2 0.31131
17981 FR824 1986 02 4 0.888321
17982 FR824 1986 03 4 23.8433
17983 FR824 1986 04 4 6.96716
17984 FR824 1986 05 4 21.8857
17985 FR824 1986 06 4 21.9426
17986 FR824 1986 07 4 2719.27
17987 FR824 1986 08 4 753.96
17988 FR824 1986 09 4 3.65149
17989 FR824 1986 10 4 5.42614
17990 FR824 1986 11 5 1.9481
17991 FR824 1986 12 5 2.23222
17992 FR824 1987 01 3 0.168845
17993 FR824 1987 02 3 2.67154
17994 FR824 1987 03 3 167.064
17995 FR824 1987 04 3 13.8273
17996 FR824 1987 05 3 6.54885
17997 FR824 1987 06 3 6.8973
17998 FR824 1987 07 3 564.237
17999 FR824 1987 08 3 25.7397
18000 FR824 1987 09 3 3.94258
18001 FR824 1987 10 3 32.3946
18002 FR824 1988 01 3 0.147789
18003 FR824 1988 02 5 160.37
18004 FR824 1988 03 5 22.9849
18005 FR824 1988 04 5 1.31824
18006 FR824 1988 05 5 0.500512
18007 FR824 1988 06 5 2.33784
18008 FR824 1988 07 5 34.1445
18009 FR824 1988 08 5 23.7225
18010 FR824 1988 09 5 42.018
18011 FR824 1988 10 2 0.11125
18012 FR824 1988 11 2 15.6173
18013 FR824 1988 12 3 0.236136
18014 FR824 1989 01 3 1.65768
18015 FR824 1989 02 3 32.184
18016 FR824 1989 03 3 8.54494
18017 FR824 1989 04 3 2.11696
18018 FR824 1989 05 3 3.83309
18019 FR824 1989 06 3 161.52
18020 FR824 1989 07 3 364.651
18021 FR824 1989 08 3 11105.8
18022 FR824 1989 09 3 6.5863
18023 FR824 1989 10 3 1732.43
18024 FR824 1990 01 5 2.7051
18025 FR824 1990 02 5 3.06282
18026 FR824 1990 03 5 13.5355
18027 FR824 1990 04 5 200.574
18028 FR824 1990 05 5 5.15539
18029 FR824 1990 06 5 1.4758
18030 FR824 1990 07 5 3281.31
18031 FR824 1990 08 5 3738.08
18032 FR824 1990 09 3 1.86079
18033 FR824 1991 01 2 0.112983
18034 FR824 1991 02 2 9.9833
18035 FR824 1991 03 4 1.22196
18036 FR824 1991 04 4 16.7578
18037 FR824 1991 05 4 29.7998
18038 FR824 1991 06 4 14.3943
18039 FR824 1991 07 4 118.73
18040 FR824 1991 08 4 431.121
18041 FR824 1991 09 4 1.59198
18042 FR824 1991 10 2 0.0961594
18043 FR824 1992 01 3 0.216844
18044 FR824 1992 02 3 0.426623
18045 FR824 1992 03 3 1.29696
18046 FR824 1992 04 3 26.6496
18047 FR824 1992 05 3 6.29033
18048 FR824 1992 06 3 0.768369
18049 FR824 1992 07 3 3.79291
18050 FR824 1992 08 3 8.0563
18051 FR824 1992 09 3 28.7497
18052 FR824 1992 11 2 0.45683
18053 FR824 1993 01 4 0.27366
18054 FR824 1993 02 4 6.94316
18055 FR824 1993 03 4 14.5098
18056 FR824 1993 04 4 5.27647
18057 FR824 1993 05 4 9.17914
18058 FR824 1993 06 4 7.23033
18059 FR824 1993 07 4 69.7963
18060 FR824 1993 08 4 171.307
18061 FR824 1994 02 2 1.07699
18062 FR824 1994 03 2 8.58158
18063 FR824 1994 04 5 0.557029
18064 FR824 1994 05 5 6.75457
18065 FR824 1994 06 5 27.0499
18066 FR824 1994 07 5 51.2093
18067 FR824 1994 08 5 39.871
18068 FR824 1994 09 5 174.401
18069 FR824 1995 01 2 0.178235
18070 FR824 1995 02 2 0.123427
18071 FR824 1995 03 2 3.62102
18072 FR824 1995 04 2 6.95725
18073 FR824 1995 05 2 1.46601
18074 FR824 1995 06 2 1246
18075 FR824 1995 07 2 55.562
18076 FR824 1995 08 2 976.127
18077 FR824 1995 09 2 1.18791
18078 FR824 1995 10 3 3.41179
18079 FR824 1995 11 3 7.19025
18080 FR824 1996 02 3 3.03291
18081 FR824 1996 03 2 0.134532
18082 FR824 1996 04 2 2.90951
18083 FR824 1996 05 4 0.179407
18084 FR824 1996 06 4 2.65707
18085 FR824 1996 07 4 15.0516
18086 FR824 1996 08 4 9.8807
18087 FR824 1996 09 4 2.12472
18088 FR824 1997 02 3 0.143954
18089 FR824 1997 03 3 5.72199
18090 FR824 1997 04 3 13.441
18091 FR824 1997 05 3 15.4844
18092 FR824 1997 06 3 4.26577
18093 FR824 1997 07 3 4252.84
18094 FR824 1997 08 3 393.953
18095 FR824 1998 02 4 2.60955
18096 FR824 1998 03 4 5.01008
18097 FR824 1998 04 4 0.622884
18098 FR824 1998 05 4 21.0792
18099 FR824 1998 06 4 8.5488
18100 FR824 1998 07 4 541.153
18101 FR824 1998 08 4 40.6893
18102 FR824 1998 09 4 6.23429
18103 FR824 1998 10 3 3.13704
18104 FR824 1998 12 3 3.03837
18105 FR824 1999 01 4 0.339742
18106 FR824 1999 02 4 8.17782
18107 FR824 1999 03 4 3.02248
18108 FR824 1999 04 4 5.84493
18109 FR824 1999 05 4 4.30201
18110 FR824 1999 06 4 179.079
18111 FR824 1999 07 4 1354.82
18112 FR824 1999 08 4 148.329
18113 FR824 1999 09 4 73.6726
18114 FR824 1999 10 4 0.0759584
18115 FR824 2000 01 5 14.4318
18116 FR824 2000 02 5 2.54581
18117 FR824 2000 03 5 3.1302
18118 FR824 2000 04 5 1.94741
18119 FR824 2000 05 5 32.5458
18120 FR824 2000 06 5 16.4203
18121 FR824 2000 07 5 1640.9
18122 FR824 2000 08 5 136.689
18123 FR824 2000 09 5 47.3835
18124 FR824 2000 10 5 28.3269
18125 FR824 2000 11 3 0.700315
18126 FR824 2001 02 3 2.04273
18127 FR824 2001 03 3 0.485152
18128 FR824 2001 04 3 44.186
18129 FR824 2001 05 5 4.7106
18130 FR824 2001 06 5 34.381
18131 FR824 2001 07 5 60.241
18132 FR824 2001 08 5 450.019
18133 FR824 2001 09 5 726.119
18134 FR824 2001 10 5 0.977088
18135 FR824 2001 11 5 7.49213
18136 FR824 2001 12 2 1.68128
18137 FR824 2002 01 5 0.432271
18138 FR824 2002 02 3 0.912372
18139 FR824 2002 03 3 8.05434
18140 FR824 2002 04 3 16.1449
18141 FR824 2002 05 3 2.1782
18142 FR824 2002 06 3 6.55319
18143 FR824 2002 07 3 342.612
18144 FR824 2002 08 3 20.3338
18145 FR824 2002 09 4 0.282073
18146 FR824 2002 10 4 0.807971
18147 FR824 2002 11 2 0.0393523
18148 FR824 2003 02 2 1.19819
18149 FR824 2003 03 2 1.85211
18150 FR824 2003 04 2 4.90789
18151 FR824 2003 05 2 6.7044
18152 FR824 2003 06 2 286.502
18153 FR824 2003 07 2 1042.46
18154 FR824 2003 08 2 125.567
18155 FR824 2003 09 2 619.057
18156 FR824 2004 01 5 7.08592
18157 FR824 2004 03 5 16.3586
18158 FR824 2004 04 5 8.39836
18159 FR824 2004 05 5 12.0504
18160 FR824 2004 06 5 49.473
18161 FR824 2004 07 5 2695.92
18162 FR824 2004 08 5 9.89176
18163 FR824 2004 09 5 59.8403
18164 FR824 2004 10 3 0.521357
18165 FR824 2005 01 3 5.28192
18166 FR824 2005 02 3 1.71177
18167 FR824 2005 03 3 8.76605
18168 FR824 2005 04 3 12.071
18169 FR824 2005 05 3 417.138
18170 FR824 2005 06 3 13.6676
18171 FR824 2005 07 3 494.899
18172 FR824 2005 08 3 1587.99
18173 FR824 2005 10 3 3.11715
18174 FR824 2006 01 2 0.0265746
18175 FR824 2006 03 2 1.999
18176 FR824 2006 04 2 11.2036
18177 FR824 2006 05 2 224.166
18178 FR824 2006 06 2 8.80455
18179 FR824 2006 07 2 15.0228
18180 FR824 2006 08 2 70.9635
18181 FR824 2006 09 2 1.57304
18182 FR825 1985 01 4 0.861392
18183 FR825 1985 02 4 12.2715
18184 FR825 1985 03 4 7.67895
18185 FR825 1985 04 4 309.034
18186 FR825 1985 05 4 9.91336
18187 FR825 1985 06 4 53.6529
18188 FR825 1985 07 4 2119.57
18189 FR825 1985 08 84 1268.89
18190 FR825 1985 09 84 143.679
18191 FR825 1985 10 84 8.59821
18192 FR825 1985 11 84 15.1069
18193 FR825 1985 12 84 1.82769
18194 FR825 1986 01 84 24.3956
18195 FR825 1986 02 84 12.0154
18196 FR825 1986 03 84 383.392
18197 FR825 1986 04 84 9.12676
18198 FR825 1986 05 84 19.3259
18199 FR825 1986 06 84 109.635
18200 FR825 1986 07 84 8240.81
18201 FR825 1986 08 89 818.458
18202 FR825 1986 09 89 0.717958
18203 FR825 1986 10 89 5.62544
18204 FR825 1986 11 89 7.31395
18205 FR825 1986 12 89 4.8143
18206 FR825 1987 01 89 24.0658
18207 FR825 1987 02 89 55.4113
18208 FR825 1987 03 89 96.2953
18209 FR825 1987 04 89 32.6665
18210 FR825 1987 05 89 58.1024
18211 FR825 1987 06 89 1046.96
18212 FR825 1987 07 89 350.544
18213 FR825 1987 08 89 2150.98
18214 FR825 1987 09 89 2.06229
18215 FR825 1987 10 89 8.76534
18216 FR825 1987 11 89 0.872221
18217 FR825 1988 01 4 0.593744
18218 FR825 1988 02 4 36.2474
18219 FR825 1988 03 4 262.022
18220 FR825 1988 04 4 3.6184
18221 FR825 1988 05 4 11.0924
18222 FR825 1988 06 4 5.38496
18223 FR825 1988 07 4 30.669
18224 FR825 1988 08 4 34.8671
18225 FR825 1988 09 4 18.4015
18226 FR825 1988 10 4 2.98245
18227 FR825 1988 11 4 7.47455
18228 FR825 1988 12 4 17.1005
18229 FR825 1989 01 4 11.2834
18230 FR825 1989 02 4 11.1079
18231 FR825 1989 03 4 55.7533
18232 FR825 1989 04 4 11.854
18233 FR825 1989 05 4 764.008
18234 FR825 1989 06 4 67.9602
18235 FR825 1989 07 4 199.382
18236 FR825 1989 08 83 16018.5
18237 FR825 1989 09 83 16.1778
18238 FR825 1989 10 83 446.695
18239 FR825 1989 11 83 5.5891
18240 FR825 1989 12 5 1.86328
18241 FR825 1990 01 5 10.6184
18242 FR825 1990 02 5 112.367
18243 FR825 1990 03 5 72.1273
18244 FR825 1990 04 5 264.983
18245 FR825 1990 05 5 10.2796
18246 FR825 1990 06 5 235.937
18247 FR825 1990 07 5 637.664
18248 FR825 1990 08 5 14218.1
18249 FR825 1990 09 5 19996.9
18250 FR825 1990 10 5 0.527815
18251 FR825 1990 11 5 2.36488
18252 FR825 1990 12 5 7.09834
18253 FR825 1991 01 5 6.99022
18254 FR825 1991 02 5 18.5165
18255 FR825 1991 03 5 2.16046
18256 FR825 1991 04 5 7.65377
18257 FR825 1991 05 5 5.13759
18258 FR825 1991 06 5 9.54259
18259 FR825 1991 07 5 908.472
18260 FR825 1991 08 5 7.96205
18261 FR825 1991 09 5 24.396
18262 FR825 1991 10 5 6.8262
18263 FR825 1991 11 5 0.952146
18264 FR825 1991 12 5 25.7816
18265 FR825 1992 01 5 4.7255
18266 FR825 1992 02 5 4.0429
18267 FR825 1992 03 5 34.3442
18268 FR825 1992 04 5 9.93457
18269 FR825 1992 05 5 9.11719
18270 FR825 1992 06 5 0.505682
18271 FR825 1992 07 5 12.2436
18272 FR825 1992 08 5 68.7435
18273 FR825 1992 09 5 7.86435
18274 FR825 1992 10 4 0.329907
18275 FR825 1992 11 4 0.354626
18276 FR825 1993 01 4 4.35967
18277 FR825 1993 02 4 19.4792
18278 FR825 1993 03 4 14.1939
18279 FR825 1993 04 4 6.24538
18280 FR825 1993 05 4 0.453087
18281 FR825 1993 06 4 3.14077
18282 FR825 1993 07 4 54.1722
18283 FR825 1993 08 4 1138.7
18284 FR825 1993 09 4 73.1005
18285 FR825 1993 10 3 0.244062
18286 FR825 1993 12 4 2.62849
18287 FR825 1994 01 4 15.459
18288 FR825 1994 02 2 0.0526864
18289 FR825 1994 03 2 23.7452
18290 FR825 1994 04 2 13.5303
18291 FR825 1994 05 2 6.65928
18292 FR825 1994 06 2 22.0682
18293 FR825 1994 07 2 29.5208
18294 FR825 1994 08 81 352.226
18295 FR825 1994 09 81 4.96349
18296 FR825 1994 10 3 0.152407
18297 FR825 1994 11 4 0.157571
18298 FR825 1994 12 4 0.56615
18299 FR825 1995 01 4 16.7065
18300 FR825 1995 02 4 14.9659
18301 FR825 1995 03 4 44.1509
18302 FR825 1995 04 4 13.3858
18303 FR825 1995 05 4 4.97629
18304 FR825 1995 06 4 5.01478
18305 FR825 1995 07 4 307.591
18306 FR825 1995 08 4 90.3556
18307 FR825 1995 09 4 3.46896
18308 FR825 1995 10 4 1.74266
18309 FR825 1995 11 4 7.84232
18310 FR825 1995 12 2 0.0346563
18311 FR825 1996 02 2 3.26281
18312 FR825 1996 03 2 10.0334
18313 FR825 1996 04 2 20.2014
18314 FR825 1996 05 2 3.37528
18315 FR825 1996 06 2 175.93
18316 FR825 1996 07 2 91.5906
18317 FR825 1996 08 2 20.7807
18318 FR825 1996 09 2 75.6994
18319 FR825 1996 10 2 8.80642
18320 FR825 1996 11 5 0.130164
18321 FR825 1996 12 3 0.0232872
18322 FR825 1997 02 3 12.7043
18323 FR825 1997 03 3 59.3299
18324 FR825 1997 04 3 18.8544
18325 FR825 1997 05 3 26.3945
18326 FR825 1997 06 3 8.75046
18327 FR825 1997 07 3 200.927
18328 FR825 1997 08 3 23.0905
18329 FR825 1997 09 3 6.58622
18330 FR825 1997 10 3 12.8956
18331 FR825 1997 11 3 15.9959
18332 FR825 1997 12 3 3.29398
18333 FR825 1998 01 5 1.1795
18334 FR825 1998 02 5 28.7555
18335 FR825 1998 03 5 15.2134
18336 FR825 1998 04 5 4.73606
18337 FR825 1998 05 5 0.814443
18338 FR825 1998 06 5 4.63612
18339 FR825 1998 07 5 41.111
18340 FR825 1998 08 5 90.3149
18341 FR825 1998 09 5 10.7028
18342 FR825 1998 10 5 1.15388
18343 FR825 1998 11 5 2.98884
18344 FR825 1998 12 5 4.63425
18345 FR825 1999 01 5 3.43009
18346 FR825 1999 02 5 84.17
18347 FR825 1999 03 5 13.3332
18348 FR825 1999 04 5 7.26628
18349 FR825 1999 05 5 1.12451
18350 FR825 1999 06 5 235.204
18351 FR825 1999 07 5 18.619
18352 FR825 1999 08 5 55.6428
18353 FR825 1999 09 5 12.7712
18354 FR825 1999 10 5 0.741622
18355 FR825 1999 12 3 1.82796
18356 FR825 2000 01 3 3.34263
18357 FR825 2000 02 3 45.0137
18358 FR825 2000 03 3 25.7554
18359 FR825 2000 04 3 3.77043
18360 FR825 2000 05 3 4.06695
18361 FR825 2000 06 3 28.3128
18362 FR825 2000 07 3 715.938
18363 FR825 2000 08 3 4.28283
18364 FR825 2000 09 3 3.82061
18365 FR825 2000 10 3 0.201214
18366 FR825 2001 02 3 3.82482
18367 FR825 2001 03 3 11.9299
18368 FR825 2001 04 3 6.98254
18369 FR825 2001 05 5 0.343616
18370 FR825 2001 06 5 7.95643
18371 FR825 2001 07 5 52.8798
18372 FR825 2001 08 5 979.829
18373 FR825 2001 09 5 3326.46
18374 FR825 2001 10 5 3.23828
18375 FR825 2001 11 5 30.07
18376 FR825 2001 12 5 18.5023
18377 FR825 2002 01 5 4.21484
18378 FR825 2002 02 5 29.5201
18379 FR825 2002 03 5 11.1985
18380 FR825 2002 04 5 0.983461
18381 FR825 2002 05 5 1.03557
18382 FR825 2002 06 5 1.73032
18383 FR825 2002 07 5 9.70425
18384 FR825 2002 08 5 143.93
18385 FR825 2002 09 4 0.329613
18386 FR825 2002 10 4 2.74476
18387 FR825 2002 11 4 0.500139
18388 FR825 2003 01 2 0.356606
18389 FR825 2003 02 2 3.59109
18390 FR825 2003 03 2 13.1962
18391 FR825 2003 04 2 2.57292
18392 FR825 2003 05 2 1.15646
18393 FR825 2003 06 2 16.9733
18394 FR825 2003 07 2 16083.1
18395 FR825 2003 08 2 4807.29
18396 FR825 2003 09 2 9.49587
18397 FR825 2003 10 2 5.29432
18398 FR825 2003 12 2 0.0990802
18399 FR825 2004 01 2 2.81604
18400 FR825 2004 02 2 41.3886
18401 FR825 2004 03 2 32.0445
18402 FR825 2004 04 2 920.982
18403 FR825 2004 05 2 2.53217
18404 FR825 2004 06 2 116.866
18405 FR825 2004 07 2 45.8496
18406 FR825 2004 08 2 12.9469
18407 FR825 2004 09 2 6.53464
18408 FR825 2004 10 2 1.03556
18409 FR825 2004 11 5 1.57793
18410 FR825 2004 12 2 0.0454082
18411 FR825 2005 01 2 3.84173
18412 FR825 2005 02 2 9.89372
18413 FR825 2005 03 2 11.1456
18414 FR825 2005 04 2 10.453
18415 FR825 2005 05 2 2.5343
18416 FR825 2005 06 2 105.251
18417 FR825 2005 07 2 1804.4
18418 FR825 2005 08 2 186.598
18419 FR825 2005 09 2 0.28783
18420 FR825 2005 10 2 0.437499
18421 FR825 2005 11 3 0.016136
18422 FR825 2005 12 3 1.24111
18423 FR825 2006 01 4 0.124083
18424 FR825 2006 02 4 2.30618
18425 FR825 2006 03 4 2.16343
18426 FR825 2006 04 4 57.49
18427 FR825 2006 05 4 51.5578
18428 FR825 2006 06 4 54.2493
18429 FR825 2006 07 4 366.762
18430 FR825 2006 08 4 310.526
18431 FR825 2006 09 4 5.02968
18432 FR825 2006 10 4 1.57107
18433 FR825 2006 11 4 0.873437
18434 FR826 1985 01 4 0.594705
18435 FR826 1985 02 5 2.16196
18436 FR826 1985 03 5 9.48355
18437 FR826 1985 04 5 80.4668
18438 FR826 1985 05 5 13.9197
18439 FR826 1985 06 5 2.67955
18440 FR826 1985 07 5 124.542
18441 FR826 1985 08 5 26.45
18442 FR826 1985 09 5 4.79565
18443 FR826 1985 10 5 1.15521
18444 FR826 1985 11 4 3.58543
18445 FR826 1985 12 4 1.13894
18446 FR826 1986 01 2 0.0987437
18447 FR826 1986 02 3 1.6514
18448 FR826 1986 03 3 18.0313
18449 FR826 1986 04 2 0.0690011
18450 FR826 1986 05 2 2.94754
18451 FR826 1986 06 2 0.525185
18452 FR826 1986 07 2 94.3118
18453 FR826 1986 08 2 36.5388
18454 FR826 1986 09 2 1.14732
18455 FR826 1986 10 4 2.2405
18456 FR826 1986 11 3 0.648882
18457 FR826 1986 12 2 0.062052
18458 FR826 1987 02 3 0.23603
18459 FR826 1987 03 3 2.46891
18460 FR826 1987 04 5 4.29167
18461 FR826 1987 05 5 9.62928
18462 FR826 1987 06 2 0.0672899
18463 FR826 1987 07 2 1.75197
18464 FR826 1987 08 2 82.5077
18465 FR826 1987 09 5 1.7602
18466 FR826 1988 02 2 0.669426
18467 FR826 1988 03 2 8.52093
18468 FR826 1988 06 5 0.309557
18469 FR826 1988 07 5 3.57865
18470 FR826 1988 08 5 10.364
18471 FR826 1988 09 5 4.18902
18472 FR826 1988 12 3 0.69143
18473 FR826 1989 01 5 1.10743
18474 FR826 1989 02 5 9.90549
18475 FR826 1989 03 5 11.8758
18476 FR826 1989 04 2 0.342844
18477 FR826 1989 05 2 5.91777
18478 FR826 1989 06 2 26.9371
18479 FR826 1989 07 2 80.5902
18480 FR826 1989 08 2 1326.32
18481 FR826 1989 09 2 32.9798
18482 FR826 1989 10 2 4.49221
18483 FR826 1989 11 3 0.292624
18484 FR826 1989 12 3 0.615541
18485 FR826 1990 01 3 1.41541
18486 FR826 1990 02 3 2.67912
18487 FR826 1990 03 3 12.3437
18488 FR826 1990 04 3 9.98408
18489 FR826 1990 05 4 0.381666
18490 FR826 1990 06 4 2.65927
18491 FR826 1990 07 4 5.22222
18492 FR826 1990 08 4 36.7305
18493 FR826 1990 09 4 15.3286
18494 FR826 1990 11 2 0.0635528
18495 FR826 1991 01 2 0.108195
18496 FR826 1991 02 2 11.8009
18497 FR826 1991 03 5 1.96271
18498 FR826 1991 04 5 3.76101
18499 FR826 1991 05 3 2.68687
18500 FR826 1991 06 3 5.54368
18501 FR826 1991 07 3 2118.08
18502 FR826 1991 08 3 1.96594
18503 FR826 1991 09 3 0.825584
18504 FR826 1991 10 3 0.278872
18505 FR826 1992 01 2 0.106912
18506 FR826 1992 02 2 1.30053
18507 FR826 1992 03 2 0.835514
18508 FR826 1992 04 5 0.643854
18509 FR826 1992 05 3 0.112105
18510 FR826 1992 07 3 0.443113
18511 FR826 1992 08 3 5.19374
18512 FR826 1992 09 2 0.0931974
18513 FR826 1993 01 2 0.565644
18514 FR826 1993 02 5 1.24074
18515 FR826 1993 03 4 1.89931
18516 FR826 1993 04 5 0.204328
18517 FR826 1993 06 2 0.0830332
18518 FR826 1993 07 2 2.92259
18519 FR826 1993 08 2 17.976
18520 FR826 1993 09 2 0.286528
18521 FR826 1994 01 3 0.104542
18522 FR826 1994 02 3 0.228988
18523 FR826 1994 03 3 5.18983
18524 FR826 1994 04 3 0.204
18525 FR826 1994 05 3 0.23858
18526 FR826 1994 06 3 2.32739
18527 FR826 1994 07 3 13.0354
18528 FR826 1994 08 3 131.83
18529 FR826 1995 01 2 0.108868
18530 FR826 1995 03 2 3.70416
18531 FR826 1995 04 2 1.93916
18532 FR826 1995 05 3 0.274979
18533 FR826 1995 06 3 0.709798
18534 FR826 1995 07 3 6.71819
18535 FR826 1995 08 3 3.07757
18536 FR826 1995 09 5 2.69941
18537 FR826 1995 10 2 0.0571864
18538 FR826 1995 11 4 0.446553
18539 FR826 1996 02 5 1.49807
18540 FR826 1996 03 5 2.8029
18541 FR826 1996 04 5 4.5742
18542 FR826 1996 05 4 0.450216
18543 FR826 1996 07 3 1.16002
18544 FR826 1996 09 4 0.407174
18545 FR826 1996 10 3 0.0942746
18546 FR826 1997 02 3 7.50679
18547 FR826 1997 03 3 23.9824
18548 FR826 1997 04 3 148.179
18549 FR826 1997 06 3 0.0656484
18550 FR826 1997 07 3 13.5775
18551 FR826 1997 08 3 1.31244
18552 FR826 1997 09 3 0.165447
