global_unique_identifier,latitude,longitude,scientific_name,observation_date,effort_distance_km,effort_area_ha,cartodb_id,created_at,updated_at
URN:CornellLabOfOrnithology:EBIRD:OBS203577276,4.6075442,-74.0931702,Lepidocolaptes lacrymiger,1/1/05,,,3482786,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS112644352,4.73127,-75.58099,Lepidocolaptes lacrymiger,9/3/06,,,3485659,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS138375064,0.02575,-78.6323889,Lepidocolaptes lacrymiger,5/1/06,1.609,,3486314,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS176643857,11.0962,-74.0775,Lepidocolaptes lacrymiger,11/1/06,,,3487072,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS47652803,-13.1622,-71.5975,Lepidocolaptes lacrymiger,7/17/06,,,3488943,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS57610158,-0.0510693,-78.77841,Lepidocolaptes lacrymiger,2/20/06,,,3489144,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS66010356,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,2/12/06,8.047,,3489357,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS113680693,-0.5197222,-77.8859722,Lepidocolaptes lacrymiger,1/26/07,0.805,,3490513,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS90045677,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,10/24/06,1.609,,3490696,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS127234550,-0.6262082,-77.907486,Lepidocolaptes lacrymiger,11/13/07,3.219,,3490781,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS127234812,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/15/07,0.805,,3490784,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS101601867,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/10/07,,,3491122,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS160238188,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,3/4/07,1.127,,3491308,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS155754997,11.112464,-74.0673351,Lepidocolaptes lacrymiger,12/8/07,,,3491392,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS127234486,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/13/07,4.828,,3491666,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS123152936,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/15/07,6.437,,3491738,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS123073841,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,11/12/07,1.609,,3491747,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS143153477,0.0111862,-78.6829537,Lepidocolaptes lacrymiger,1/25/07,,,3491867,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS138075030,11.1530459,-74.1258952,Lepidocolaptes lacrymiger,2/22/07,12.875,,3491898,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS164242594,-0.6236667,-77.8404444,Lepidocolaptes lacrymiger,10/7/07,4.828,,3492383,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS45242465,-0.577928,-77.9088,Lepidocolaptes lacrymiger,1/24/07,8.047,,3499266,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS50172094,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,3/3/07,,,3499444,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS54465807,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/15/07,,,3499879,2015-02-18 10:19:10.107835+00,2015-02-24 17:15:11.530864+00
URN:CornellLabOfOrnithology:EBIRD:OBS76491460,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,8/11/07,,,3500509,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS105093373,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,1/12/08,4.828,,3501658,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS76709440,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,10/13/07,,,3502506,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS79804253,-0.4506944,-77.8601389,Lepidocolaptes lacrymiger,10/3/07,15,,3502586,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS165251492,-5.8014135,-77.7941929,Lepidocolaptes lacrymiger,8/28/08,4.828,,3502996,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS177569006,-0.009803,-78.675227,Lepidocolaptes lacrymiger,7/20/08,,,3503232,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS175642717,4.741672,-76.29466,Lepidocolaptes lacrymiger,2/21/08,,,3503557,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS137941433,-0.0310475,-78.7623447,Lepidocolaptes lacrymiger,7/10/08,,,3504746,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS183814672,-0.0291824,-78.761673,Lepidocolaptes lacrymiger,4/5/08,,,3505733,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS179204592,-0.0489235,-78.7674236,Lepidocolaptes lacrymiger,11/6/08,,,3505758,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS221600115,-13.14424,-71.58633,Lepidocolaptes lacrymiger,6/25/08,6.437,,3506933,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS53515199,-0.015922,-78.681206,Lepidocolaptes lacrymiger,1/25/08,,,3511836,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS57539475,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,8/27/08,,,3513723,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS58887894,11.1117902,-74.0382385,Lepidocolaptes lacrymiger,10/27/08,40,,3515656,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS59652298,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,11/22/08,,,3516438,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS58461413,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,10/21/08,,,3517243,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS76491933,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/6/08,,,3519238,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS59906366,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,11/22/08,6.437,,3519303,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS88745703,-5.6630556,-77.9088889,Lepidocolaptes lacrymiger,8/21/08,6,,3520252,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS76772285,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,1/27/08,,,3520832,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS84470037,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,7/21/08,6.437,,3521135,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS208667976,9.2060749,-70.1895552,Lepidocolaptes lacrymiger,10/12/09,,,3523386,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS224918761,-0.0037542,-78.6614936,Lepidocolaptes lacrymiger,8/2/09,,,3523987,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS200172956,5.0827198,-75.4092979,Lepidocolaptes lacrymiger,2/22/09,,3,3524062,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS232722162,-0.015922,-78.681206,Lepidocolaptes lacrymiger,5/21/09,100,,3524399,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS64882644,0.11838,-78.61205,Lepidocolaptes lacrymiger,2/12/09,,,3527418,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS69800826,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,5/5/09,,,3532358,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS70580715,0.003758,-78.678405,Lepidocolaptes lacrymiger,2/21/09,,,3533152,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS70806794,4.6109891,-74.308176,Lepidocolaptes lacrymiger,5/24/09,3,,3533169,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS73068184,4.6982477,-75.5340958,Lepidocolaptes lacrymiger,2/10/09,,20.2343,3536911,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS75539553,-0.009,-78.654,Lepidocolaptes lacrymiger,9/17/09,8.047,,3538262,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS76870103,-0.015922,-78.681206,Lepidocolaptes lacrymiger,10/11/09,,,3539819,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS82859183,-0.0209667,-78.6843833,Lepidocolaptes lacrymiger,4/21/09,0.402,,3544668,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS99483197,-13.14424,-71.58633,Lepidocolaptes lacrymiger,10/19/09,,,3546102,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS100749436,11.12356,-74.08823,Lepidocolaptes lacrymiger,10/26/10,0.5,,3547476,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS85404618,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,5/2/09,,,3547955,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS94660905,-5.8504636,-77.9970932,Lepidocolaptes lacrymiger,12/17/09,,,3548558,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS101171924,0.003758,-78.678405,Lepidocolaptes lacrymiger,11/2/10,2.012,,3551113,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS103762295,4.728472,-75.577949,Lepidocolaptes lacrymiger,11/11/10,5,,3552681,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS102346976,-0.6236667,-77.8404444,Lepidocolaptes lacrymiger,11/22/10,1.609,,3553060,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS104599607,8.6245881,-71.0524449,Lepidocolaptes lacrymiger,12/7/10,,,3553779,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS102888410,0.161225,-78.846977,Lepidocolaptes lacrymiger,11/18/10,6.437,,3553806,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS112721313,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,8/5/10,6.437,,3554854,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS117335879,10.3531699,-67.1238899,Lepidocolaptes lacrymiger,3/20/10,4,,3555097,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS192850827,5.5339781,-75.8053207,Lepidocolaptes lacrymiger,1/22/10,,,3557558,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS231888737,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,11/28/10,,,3558950,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS176740873,5.073373,-75.43783,Lepidocolaptes lacrymiger,10/7/10,,,3558962,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS239700226,4.67882,-75.54227,Lepidocolaptes lacrymiger,1/29/10,5,,3559233,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS192810028,4.9014661,-74.9583435,Lepidocolaptes lacrymiger,1/27/10,,,3559428,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS86941267,-0.0302124,-78.7382412,Lepidocolaptes lacrymiger,2/20/10,2,,3564854,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS91848865,-5.7945,-77.798639,Lepidocolaptes lacrymiger,4/22/10,0.97,,3572258,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS98400533,-10.2366667,-75.5441667,Lepidocolaptes lacrymiger,8/13/10,,,3581014,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS113473989,-6.6734736,-77.7838898,Lepidocolaptes lacrymiger,3/25/11,1.609,,3591883,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS112059382,-4.3508333,-79.7025,Lepidocolaptes lacrymiger,2/4/11,0.805,,3592572,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS114012348,0.003758,-78.678405,Lepidocolaptes lacrymiger,3/30/11,80.465,,3592801,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS112834049,0.003758,-78.678405,Lepidocolaptes lacrymiger,2/22/11,1.609,,3593673,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS112838225,-5.6761175,-77.6843262,Lepidocolaptes lacrymiger,3/20/11,8.047,,3593694,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS114866467,11.112464,-74.0673351,Lepidocolaptes lacrymiger,3/29/11,3,,3594147,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS114175761,11.12113,-74.06084,Lepidocolaptes lacrymiger,4/3/11,2.999,,3595343,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS122888485,0.033327,-78.868451,Lepidocolaptes lacrymiger,7/18/11,4.828,,3603163,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS122840912,-0.010552,-78.67632,Lepidocolaptes lacrymiger,7/17/11,0.805,,3603176,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS123174322,-0.37379,-78.0783749,Lepidocolaptes lacrymiger,6/14/11,1.207,,3603448,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS122083678,-0.5939377,-77.8834534,Lepidocolaptes lacrymiger,6/18/11,0.402,,3604799,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS124326429,4.7301457,-75.5753374,Lepidocolaptes lacrymiger,7/21/11,,,3605100,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS122877795,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,7/18/11,3.219,,3605719,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS125281363,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,7/16/11,3.219,,3609894,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS131571843,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/27/11,3.219,,3618168,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS132256230,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/22/11,,,3619439,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS134303991,10.3531699,-67.1238899,Lepidocolaptes lacrymiger,12/28/11,18,,3622963,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS137293581,10.5343144,-66.8897694,Lepidocolaptes lacrymiger,12/28/11,6,,3623833,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS136557080,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/26/11,12.874,,3623884,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS136836547,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,12/17/11,4.828,,3623986,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS168268545,6.133813,-75.6790209,Lepidocolaptes lacrymiger,3/12/11,10,,3625594,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS134272440,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,12/17/11,4.828,,3626058,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS116670965,8.6245881,-71.0524449,Lepidocolaptes lacrymiger,3/9/95,6,,3630021,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS124871044,-0.0510693,-78.77841,Lepidocolaptes lacrymiger,2/22/98,,,3632884,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS132988937,10.3690176,-67.5909777,Lepidocolaptes lacrymiger,2/25/94,,,3633425,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS135539776,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,7/31/98,,,3635528,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS138600375,-0.0310475,-78.7623447,Lepidocolaptes lacrymiger,1/19/04,,,3636272,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS138601466,0.0111862,-78.6829537,Lepidocolaptes lacrymiger,1/21/04,,,3636293,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS148157140,-4.116708,-79.173752,Lepidocolaptes lacrymiger,6/27/96,8,,3637337,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS176634010,3.5176,-76.6203,Lepidocolaptes lacrymiger,7/1/95,,,3642722,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS176635230,3.5176,-76.6203,Lepidocolaptes lacrymiger,2/12/95,,,3642789,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS186757609,-0.0201702,-78.6874294,Lepidocolaptes lacrymiger,8/4/03,,,3645129,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS209975067,-16.2190681,-67.8195262,Lepidocolaptes lacrymiger,7/27/79,1,,3648867,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS215187256,-9.6951729,-76.0867619,Lepidocolaptes lacrymiger,6/18/78,,,3649778,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS244793085,-0.010552,-78.67632,Lepidocolaptes lacrymiger,11/3/99,6.437,,3658831,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS247193712,4.7109763,-75.4859447,Lepidocolaptes lacrymiger,7/8/89,6,,3659232,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS100476538,-13.1620833,-71.5945,Lepidocolaptes lacrymiger,10/13/01,,,3672055,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS135122511,-0.4640815,-77.8892469,Lepidocolaptes lacrymiger,4/7/96,9.656,,3679018,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS135539516,-0.0510693,-78.77841,Lepidocolaptes lacrymiger,7/28/98,,,3679141,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS137616209,-17.1804404,-65.7814724,Lepidocolaptes lacrymiger,12/2/93,,,3680082,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS137200396,1.7473495,-75.7511937,Lepidocolaptes lacrymiger,1/17/89,,,3680731,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS137222394,3.5,-76.6333333,Lepidocolaptes lacrymiger,9/30/89,,,3680770,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS144583112,8.6245881,-71.0524449,Lepidocolaptes lacrymiger,1/16/89,,,3682025,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS147782036,-3.991659,-79.101891,Lepidocolaptes lacrymiger,6/18/94,3,,3682189,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS160164766,-0.026744,-78.763631,Lepidocolaptes lacrymiger,6/24/03,0.161,,3684210,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS168628848,10.4064005,-67.2913027,Lepidocolaptes lacrymiger,3/1/97,50,,3685972,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS169032095,-0.009803,-78.675227,Lepidocolaptes lacrymiger,11/1/00,10,,3686167,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS171931781,-13.0643833,-71.5396167,Lepidocolaptes lacrymiger,8/16/02,,,3686852,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS176649320,4.69375,-75.498222,Lepidocolaptes lacrymiger,3/14/00,,,3687821,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS183498415,-10.6166667,-75.3333333,Lepidocolaptes lacrymiger,2/16/82,7,,3689456,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS207234202,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,8/2/03,5,,3694477,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS209977354,-16.2190681,-67.8195262,Lepidocolaptes lacrymiger,7/31/79,1,,3695629,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS216708576,8.6216667,-71.0647222,Lepidocolaptes lacrymiger,1/29/94,5,,3697157,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS232921393,-0.009803,-78.675227,Lepidocolaptes lacrymiger,3/7/92,,,3699288,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
URN:CornellLabOfOrnithology:EBIRD:OBS233887508,-0.4132626,-78.0270681,Lepidocolaptes lacrymiger,3/19/92,,,3699463,2015-02-18 10:19:10.107835+00,2015-02-24 17:16:37.055132+00
