FID,mean,stdev,min
45,4.21656097306146,1.39113166855198,3.24850535392761
46,4.21656097306146,1.39113166855198,3.24850535392761
47,4.83429948488871,1.55551229153973,3.6220109462738
48,4.83429948488871,1.55551229153973,3.6220109462738
49,4.83429948488871,1.55551229153973,3.6220109462738
50,3.62478110525343,0.157341198722899,3.27873635292053
51,4.15689916080899,1.13507447621355,3.56331515312195
52,4.15689916080899,1.13507447621355,3.56331515312195
53,2.55168329344855,0.112573604868533,2.37642669677734
54,3.96294540829129,1.27251511629501,2.91807055473328
55,3.96294540829129,1.27251511629501,2.91807055473328
56,3.96294540829129,1.27251511629501,2.91807055473328
57,3.96294540829129,1.27251511629501,2.91807055473328
58,3.96294540829129,1.27251511629501,2.91807055473328
59,3.96294540829129,1.27251511629501,2.91807055473328
60,4.0138210190667,1.33729267284058,3.00563859939575
61,3.80244568416051,1.21987055146541,3.00563859939575
62,3.80244568416051,1.21987055146541,3.00563859939575
63,3.06906251907349,0.0531584189168621,3.00985050201416
64,5.38654141955906,1.80102013488091,2.56066584587097
65,3.8480299115181,2.51697667591174,0
66,2.10097371207343,0.505217006625591,1.61759507656097
67,2.10097371207343,0.505217006625591,1.61759507656097
68,2.10097371207343,0.505217006625591,1.61759507656097
69,1.9748565753301,0.53848586631844,1.57798910140991
70,1.9748565753301,0.53848586631844,1.57798910140991
71,1.9748565753301,0.53848586631844,1.57798910140991
72,2.42355644702911,0.171928890704274,2.24395370483398
73,2.94276976585388,0.922140863249053,2.40502715110779
74,2.5442594687144,0.114096806301308,2.37554335594177
75,2.5442594687144,0.114096806301308,2.37554335594177
76,2.5442594687144,0.114096806301308,2.37554335594177
77,2.5442594687144,0.114096806301308,2.37554335594177
78,2.5442594687144,0.114096806301308,2.37554335594177
79,2.5442594687144,0.114096806301308,2.37554335594177
80,2.5442594687144,0.114096806301308,2.37554335594177
81,2.5442594687144,0.114096806301308,2.37554335594177
82,2.5442594687144,0.114096806301308,2.37554335594177
83,2.5442594687144,0.114096806301308,2.37554335594177
84,2.5442594687144,0.114096806301308,2.37554335594177
85,3.27302985721164,0.0381190484011984,3.20917129516602
86,3.08179344071282,0.387671519763853,2.32826089859009
87,3.08179344071282,0.387671519763853,2.32826089859009
88,3.22458481788635,0.457861062609336,2.28152179718018
89,2.80570650100708,0.547474460434901,2.16019010543823
90,2.7285930050744,0.406815047302604,2.42289400100708
91,2.7285930050744,0.406815047302604,2.42289400100708
92,1.78710596561432,0.43249669654736,1.25849187374115
93,2.34842236836751,0.039532958937972,2.29320645332336
94,2.93235391378403,1.14581218006639,1.85244560241699
95,2.40672551261054,0.818645010339223,1.85244560241699
96,2.40672551261054,0.818645010339223,1.85244560241699
97,2.40672551261054,0.818645010339223,1.85244560241699
98,2.63690370983548,0.137704528945682,2.43118214607239
99,2.65939013163249,0.115011860257201,2.56745934486389
100,2.63690370983548,0.137704528945682,2.43118214607239
101,2.63690370983548,0.137704528945682,2.43118214607239
102,2.63690370983548,0.137704528945682,2.43118214607239
103,6.91195631027222,0,6.91195631027222
104,6.91195631027222,0,6.91195631027222
105,7.53651505708694,0.189501058043626,7.1651496887207
106,7.53651505708694,0.189501058043626,7.1651496887207
107,4.83429948488871,1.55551229153973,3.6220109462738
108,2.01326236459944,0.14363991823295,1.79035329818726
109,2.01326236459944,0.14363991823295,1.79035329818726
110,2.01326236459944,0.14363991823295,1.79035329818726
111,2.01326236459944,0.14363991823295,1.79035329818726
112,2.01326236459944,0.14363991823295,1.79035329818726
113,2.73551477326287,0.047085410246336,2.66827440261841
114,2.73551477326287,0.047085410246336,2.66827440261841
115,3.65264945560031,1.30060546153226,2.68919825553894
116,3.65264945560031,1.30060546153226,2.68919825553894
117,3.02314310603672,0.871128287341167,2.63994574546814
118,3.05176628960503,0.859770066054338,2.6960597038269
119,3.65264945560031,1.30060546153226,2.68919825553894
120,3.65264945560031,1.30060546153226,2.68919825553894
121,3.05176628960503,0.859770066054338,2.6960597038269
122,3.05176628960503,0.859770066054338,2.6960597038269
123,3.05176628960503,0.859770066054338,2.6960597038269
124,3.01501356230842,0.872385295674049,2.66582870483398
125,5.38654141955906,1.80102013488091,2.56066584587097
126,4.23281248410543,1.85827712881376,2.56317925453186
127,4.83429948488871,1.55551229153973,3.6220109462738
128,2.6768946647644,0.341949573296066,2.44347834587097
129,2.6768946647644,0.341949573296066,2.44347834587097
130,2.6768946647644,0.341949573296066,2.44347834587097
131,2.6768946647644,0.341949573296066,2.44347834587097
132,2.6768946647644,0.341949573296066,2.44347834587097
133,3.97706068886651,2.01669653458998,0
134,3.97706068886651,2.01669653458998,0
135,3.97706068886651,2.01669653458998,0
136,3.97706068886651,2.01669653458998,0
137,3.97706068886651,2.01669653458998,0
138,3.48242757055495,1.40554418063179,2.54816579818726
139,3.97706068886651,2.01669653458998,0
140,3.48242757055495,1.40554418063179,2.54816579818726
141,3.97706068886651,2.01669653458998,0
142,2.54390278458595,0.368736997113848,2.2785325050354
143,4.84394629796346,1.8142431058821,2.54354619979858
144,4.56731586986118,1.99718392350283,2.68009519577026
145,4.56731586986118,1.99718392350283,2.68009519577026
146,4.56731586986118,1.99718392350283,2.68009519577026
147,4.56731586986118,1.99718392350283,2.68009519577026
148,3.01517960760328,0.468641486297767,2.58036684989929
149,3.01517960760328,0.468641486297767,2.58036684989929
150,2.92276565233866,0.410706905274978,2.32207870483398
151,2.92276565233866,0.410706905274978,2.32207870483398
152,2.92276565233866,0.410706905274978,2.32207870483398
153,3.06552685631646,1.15513529103663,2.24843740463257
154,3.06552685631646,1.15513529103663,2.24843740463257
155,3.06552685631646,1.15513529103663,2.24843740463257
156,3.08518266677856,1.13232971833438,2.26732325553894
157,3.08518266677856,1.13232971833438,2.26732325553894
158,3.06552685631646,1.15513529103663,2.24843740463257
159,3.08518266677856,1.13232971833438,2.26732325553894
160,2.34593145052592,0.303631524602156,1.81888592243195
161,2.34593145052592,0.303631524602156,1.81888592243195
162,2.34593145052592,0.303631524602156,1.81888592243195
163,2.48217843638526,0.237698839044131,1.83226907253265
164,2.48217843638526,0.237698839044131,1.83226907253265
165,2.43250299824609,0.218237500080447,1.83226907253265
166,2.43250299824609,0.218237500080447,1.83226907253265
167,2.43250299824609,0.218237500080447,1.83226907253265
168,2.53953051567078,0.43843572726187,2.22683429718018
169,2.43100094795227,0.332589985907028,2.22683429718018
170,2.43100094795227,0.332589985907028,2.22683429718018
171,2.43100094795227,0.332589985907028,2.22683429718018
172,2.86225085788303,0.373692814071302,2.26949739456177
173,2.86225085788303,0.373692814071302,2.26949739456177
174,2.86225085788303,0.373692814071302,2.26949739456177
